ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q03JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST253Q01JA,ST254Q01JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q04JA,ST337Q05JA,ST337Q06JA,ST337Q07JA,ST337Q08JA,ST338Q01JA,ST338Q02JA,ST338Q03JA,ST338Q04JA,ST338Q05JA,ST338Q06JA,ST338Q07JA,ST338Q08JA,ST341Q01JA,ST341Q02JA,ST341Q04JA,ST341Q05JA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q08TA,SC017Q02NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q09JA,SC017Q10JA,SC061Q11HA,SC155Q08HA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC173Q05JA,SC202Q01JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q05JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q01JA,SC216Q03JA,SC216Q07JA,SC222Q02JA,SC223Q01JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q07JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL169Q08JA,FL169Q10JA,PROGN,GRADE,SRESPCUR,SRESPRES,RCORE_PERF,RCO1S_PERF,RS2_TEST,VER_DAT_stu,ISCEDP,MCLSIZE,CLSIZE,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3,prob_clase_4,prob_clase_5,prob_clase_6
1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,1,2,0,3,0,1,0,3,1,4,0,4,1,2,0,1,0,0,0,1,0,1,1,0,0,2,3,3,3,3,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,1,2,1,2,3,2,3,2,2,2,2,0,0,0,1,0,0,0,1,2,0,1,3,3,0,1,1,1,0,1,0,0,0,1,405.9577333333333,6.866018374813415e-16,0.9999933734414839,5.2614493889340704e-110,5.791462255825909e-13,6.6265579291666245e-06,6.0088364369944886e-21,1.991847342733141e-149
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,1,1,3,2,0,1,0,1,2,1,1,2,1,1,3,4,4,4,4,3,2,2,0,0,0,2,0,3,0,0,0,1,0,0,1,1,0,0,1,1,1,2,1,1,0,0,0,1,0,1,0,2,2,1,1,1,2,1,1,1,0,1,1,0,0,2,1,0,0,1,1,2,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,1,2,3,3,3,1,3,2,5,0,0,4,1,1,3,3,1,6,340.1245666666666,4.895078697954894e-44,2.5849501391840525e-56,0.08409740021822122,2.5032372911537527e-60,1.7083640853733404e-50,5.322054081866998e-67,0.9159025997817669
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,2,0,1,1,3,3,3,0,0,1,1,0,3,1,1,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,3,2,0,1,1,1,1,1,0,0,1,5,292.33046666666667,0.0031198980313733825,1.129160167662912e-92,1.5550398228440068e-70,3.198824073754413e-17,7.773064212358888e-15,0.9968801019686181,1.1071616421239345e-93
0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,2,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,3,2,1,0,0,0,0,1,0,0,0,0,2,2,3,1,0,0,0,0,0,0,1,0,1,1,0,2,2,1,2,2,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,1,1,1,0,1,0,0,0,5,359.3989333333333,3.446750382598055e-10,2.3784938406236923e-62,5.029840990195079e-187,3.2256171569071353e-22,7.003676994977009e-19,0.9999999996553299,1.360312113958661e-195
1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,3,6,1,1,5,1,0,0,0,2,0,0,0,0,0,0,4,3,2,3,3,2,4,4,3,2,2,3,3,3,2,0,2,1,1,2,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,3,3,3,0,0,0,2,4,1,1,1,0,1,1,0,2,1,2,2,2,0,1,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,3,2,2,1,1,1,1,1,1,1,1,2,2,2,1,0,3,0,2,0,2,1,3,3,0,1,1,1,3,1,3,3,3,3,420.0552333333333,8.907418261290362e-27,6.326661644210625e-156,2.549006527827189e-103,1.0,4.17597826057817e-20,3.578999537428525e-45,1.2476290742567802e-163
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,3,2,2,7,0,0,0,0,0,1,0,0,0,0,0,4,3,2,2,3,2,4,4,3,2,2,3,3,3,0,0,1,1,0,0,0,0,0,3,3,3,1,2,2,3,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,1,2,1,0,0,0,2,0,1,1,1,1,0,1,2,3,0,0,2,0,1,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,1,1,0,1,0,0,0,3,650.7266666666667,4.33805330772338e-26,3.935563169664525e-80,4.225539582272901e-91,1.0,9.63910168633759e-23,1.1102803778251383e-41,2.9079542184808787e-134
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,7,2,2,4,1,0,0,0,1,2,1,1,1,1,0,0,2,0,2,2,0,2,2,0,0,0,2,2,0,1,1,0,1,0,0,1,1,1,3,3,2,2,2,3,2,2,0,1,3,0,3,0,3,4,3,3,5,4,1,1,0,0,1,2,0,2,2,1,1,0,0,1,2,2,3,1,1,1,1,1,1,2,2,1,1,2,2,0,1,2,2,0,0,0,0,0,0,0,2,2,2,3,2,3,2,1,1,1,0,0,0,0,0,0,2,1,2,1,1,3,4,5,0,3,5,1,1,4,4,1,6,415.4596,8.481651408512724e-38,1.4740576613241988e-72,4.983691311740105e-13,1.957766002773681e-89,1.0136700893243592e-88,9.668051415490195e-88,0.9999999999995026
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,2,2,3,1,0,0,0,0,1,0,0,1,1,1,5,0,1,1,2,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,3,0,1,1,1,1,1,1,4,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,2,0,0,1,1,1,3,1,1,1,1,0,0,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2,2,2,0,0,0,0,3,0,2,1,0,1,4,0,1,2,3,0,0,1,4,4,0,4,483.16949999999997,1.3648873627709104e-08,9.834733855967331e-119,1.21720001618499e-126,7.641482821186125e-11,0.9999999862747019,6.701187160079912e-26,5.174604293366468e-170
1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,5,1,1,3,1,0,0,0,1,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,3,0,0,2,0,0,2,1,0,0,0,3,0,3,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,1,1,0,1,1,0,0,1,2,0,0,0,2,2,1,2,2,1,0,1,2,0,1,3,1,2,2,2,2,3,2,1,3,0,2,2,0,0,1,2,1,1,3,4,4,2,2,6,1,1,1,1,1,1,473.97246666666666,1.8785845785023394e-11,0.9999999999812133,1.4095062170564098e-34,1.515573240452018e-23,7.38258412008239e-22,1.4384946637439211e-21,4.634382162336557e-49
1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,4,0,0,3,0,0,1,1,0,1,0,0,1,1,1,0,1,3,1,2,4,3,1,0,1,4,1,0,2,2,0,1,2,0,1,1,1,0,3,3,2,2,2,1,2,0,1,0,0,0,3,1,1,2,2,2,3,4,2,2,0,0,0,2,0,0,2,1,1,0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,2,0,2,1,1,1,1,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,0,1,4,4,5,1,1,1,1,1,3,3,1,6,477.35303333333326,1.215824059154778e-22,6.939222170994585e-23,0.005918199470706427,8.509376874111358e-63,1.7965838047377644e-57,6.067483198366754e-66,0.9940818005292855
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,3,7,1,2,6,0,0,1,0,1,0,0,0,0,0,0,5,2,0,2,2,4,2,2,0,0,0,2,0,4,1,1,3,0,1,1,1,1,0,3,3,2,2,2,1,2,2,2,0,0,0,3,0,0,2,3,3,5,3,0,0,1,1,0,1,0,2,0,0,1,0,0,1,2,2,2,3,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,0,3,2,2,3,3,3,2,3,2,1,3,2,2,0,4,3,2,4,2,2,0,1,0,1,3,4,5,1,1,1,1,1,0,0,1,6,474.2502666666668,1.7591007757716651e-31,1.4960660828302163e-59,1.2592110554732655e-05,3.258487250906531e-78,1.1916096840666549e-74,3.661899473196605e-91,0.999987407889434
1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,2,6,1,1,6,1,0,0,0,1,2,0,1,0,0,0,0,2,3,0,1,0,4,4,3,2,2,3,3,3,3,2,3,1,1,0,0,0,0,3,3,2,2,2,1,2,2,2,0,9,0,1,0,3,2,1,1,1,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,1,1,1,1,2,2,0,0,2,2,0,0,2,2,2,1,1,1,2,3,0,0,3,3,3,2,3,2,3,0,0,0,4,0,0,0,0,0,2,0,0,1,1,3,4,5,1,1,1,1,1,4,4,1,2,494.2154,2.981353316866674e-90,9.75437616234052e-54,1.0,4.7850392511679913e-79,2.4135003882529255e-93,6.16586814967239e-125,9.977672042759082e-20
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,3,0,2,4,0,0,0,0,2,1,0,0,1,1,1,4,0,2,3,3,2,4,5,5,2,2,3,3,3,0,0,3,1,0,0,0,1,0,1,1,2,3,2,3,1,3,0,0,0,0,3,0,0,2,1,3,5,1,0,0,1,1,1,1,1,2,2,1,1,1,0,1,2,2,3,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,4,5,2,3,2,1,1,0,0,1,2,354.95296666666667,1.0659826470982027e-42,5.98565030804469e-70,1.0,4.6681309420678796e-42,5.243061687146594e-57,2.0636250483798434e-63,2.2420543966615996e-15
1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,3,2,9,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,3,1,2,2,1,1,1,2,1,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,1,2,2,1,1,1,2,2,0,0,2,1,1,3,2,1,2,3,3,2,1,0,0,0,0,0,1,0,1,0,1,3,0,1,1,1,1,3,1,0,6,3,0,388.57783333333333,0.9999999907395818,1.748451244716198e-121,3.5697843565122824e-127,2.2633963295772774e-17,4.994284539890957e-15,9.26040647635214e-09,3.354928456429726e-151
0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,6,0,0,5,0,0,0,0,1,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,2,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,0,2,1,2,2,2,2,1,1,2,2,2,2,1,0,1,1,2,3,1,1,1,1,0,0,4,4,0,1,1,1,2,1,1,3,2,2,3,1,1,0,1,0,4,0,0,432.0324333333335,0.9999999991661497,2.7392877717398167e-88,1.5608783431295493e-116,1.313897546399502e-16,9.457624361377529e-13,8.328996679793494e-10,2.146793104471719e-154
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,2,1,1,1,1,1,0,1,2,2,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,2,2,0,2,1,0,0,0,2,1,2,1,0,3,0,2,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,1,1,2,2,1,5,365.35299999999995,1.7590838394331837e-10,5.565968690478735e-113,3.21900304352975e-157,2.6075221938430396e-24,5.410101640302246e-17,0.999999999824098,6.489054007940115e-167
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,5,2,0,4,3,4,1,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,2,1,3,2,0,1,1,1,1,1,2,2,1,4,308.3847,1.7409999849353772e-14,2.5611175213356857e-96,4.106645346322375e-116,1.066116421142555e-11,0.9999782547127927,2.174527653176044e-05,1.5431274705724867e-154
1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,3,0,0,7,0,0,0,0,1,2,1,1,1,1,1,0,2,1,2,1,0,3,1,0,0,0,2,1,3,0,0,0,0,0,1,1,1,1,3,1,3,2,2,3,3,2,1,1,1,0,3,0,3,0,0,0,0,0,1,0,1,1,1,0,0,2,1,1,2,2,1,0,1,1,1,1,0,1,1,0,0,2,1,0,0,0,2,0,1,1,1,0,1,0,2,2,1,0,1,0,0,1,0,1,2,1,2,1,0,3,0,2,1,4,1,1,1,2,1,4,1,0,1,1,1,1,1,4,4,1,0,380.1058666666666,0.8702827052521348,2.3878727601903323e-90,2.305508228886848e-77,2.3726664435445677e-06,0.12939827433528722,0.00031664774612547773,1.7568432558408935e-110
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,0,0,5,0,0,0,0,2,0,0,0,1,1,1,4,3,2,3,3,2,3,4,3,2,2,3,3,3,0,0,3,2,0,0,1,1,0,3,3,2,2,2,1,2,2,0,0,0,0,3,0,0,4,1,3,5,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,3,1,1,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,5,3,2,2,1,1,3,3,1,2,499.3203,1.3794540497748845e-64,7.755418195844476e-101,1.0,6.948065363994499e-62,3.467412247474798e-83,1.5116733687948658e-102,5.031084015269428e-19
1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,5,2,2,4,0,1,1,0,0,1,0,2,0,0,0,0,2,0,2,2,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,3,3,2,2,2,3,1,2,2,4,7,0,3,0,3,4,3,3,5,4,0,0,0,1,0,2,0,0,2,1,0,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,2,1,1,0,0,3,0,0,0,1,0,1,3,4,5,2,3,2,1,1,6,7,1,6,453.8789333333333,2.347388176902517e-19,1.7309054939867667e-48,6.589218063492828e-14,4.996556004806788e-73,2.202060325684176e-70,3.8024012362369135e-79,0.9999999999999432
1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,6,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,2,2,0,3,0,2,2,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2,3,2,0,0,0,1,0,3,0,1,2,3,3,5,4,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,0,0,3,1,1,1,1,1,0,2,2,2,1,2,1,2,2,2,2,2,2,0,3,2,2,2,1,1,3,2,3,2,2,2,1,1,3,3,4,4,2,1,0,0,0,1,3,4,5,1,1,1,1,1,0,0,1,6,431.6609,1.1577435857970493e-18,1.517098027557205e-129,1.6158563271757202e-08,3.942175854745679e-68,1.7552407804839615e-61,2.344770374604355e-74,0.9999999838414341
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,2,2,2,5,5,3,5,5,4,0,1,4,1,3,0,4,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,1,2,1,2,0,1,2,0,0,1,1,0,0,0,0,0,0,2,0,2,3,2,4,3,3,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,4,273.79426666666666,2.373294802936392e-20,9.074404506116236e-13,9.542730554979267e-133,8.906406485501892e-14,0.9999999999990052,8.869966518091727e-22,6.688679690664525e-180
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,3,1,3,1,3,2,3,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,1,1,1,0,1,0,2,1,2,2,2,2,2,2,2,1,2,1,1,2,0,0,2,1,1,1,2,2,2,2,3,1,1,3,0,0,2,0,1,1,1,1,1,4,1,1,1,1,1,1,1,3,0,1,0,335.25463333333335,0.9999999971660429,2.637858169660104e-157,8.167428747086286e-83,2.1206084022241554e-18,5.902250655885016e-13,2.833367191528508e-09,8.820994006439514e-107
1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,5,0,5,0,0,5,3,0,2,3,4,0,2,2,2,0,0,2,1,1,1,1,0,1,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,5,3,1,1,1,1,2,1,1,2,1,1,1,0,2,1,2,2,3,2,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,0,4,0,0,0,0,0,4,382.93673333333334,1.2340547182406967e-19,4.154647691212567e-108,1.8959540651945026e-58,8.151132291589903e-12,0.999999999991843,8.675681097011499e-22,4.484319500344661e-115
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,0,2,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,3,3,0,0,1,0,0,1,1,0,0,0,2,2,3,0,4,0,0,0,1,1,1,2,1,1,1,2,1,1,1,2,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,2,1,3,0,0,2,3,0,1,1,0,0,1,5,386.3657333333333,1.1982942139042435e-08,2.985975542273169e-122,1.1411150935997566e-153,1.0151048097848304e-19,1.1528817071468084e-14,0.9999999880170521,1.1352868357313555e-165
0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,2,2,0,0,2,0,2,0,0,1,1,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,1,3,1,0,0,1,0,1,1,3,3,3,2,2,1,0,1,0,0,0,3,0,2,0,0,0,0,2,1,1,2,2,1,1,1,1,1,2,1,0,0,1,1,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,3,3,1,1,1,1,0,1,0,0,0,5,298.0284,6.316601676758186e-08,4.165300749888326e-122,8.185426353998852e-143,1.3894853975790142e-20,3.7491110782002116e-16,0.9999999368339891,3.116951241680375e-165
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3,7,0,0,6,0,0,0,0,1,2,1,2,1,2,3,2,2,0,1,1,1,3,2,5,1,0,1,0,1,0,0,3,2,0,0,0,0,0,3,3,2,2,2,1,2,0,2,4,6,6,1,1,3,2,1,1,5,3,1,0,0,0,0,2,0,2,1,1,1,0,0,1,2,2,2,3,1,1,1,1,2,0,0,0,1,1,1,0,1,1,0,1,0,1,2,2,3,2,1,1,1,1,1,3,1,1,1,1,0,0,0,3,0,0,0,1,2,1,1,3,2,5,1,1,1,1,1,3,3,1,6,393.7738,1.856716989163673e-79,7.307229177437222e-123,0.00018118280685585237,8.49601647432625e-96,2.0530334670013898e-89,9.382161341451039e-100,0.9998188171931344
0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,8,1,2,7,1,0,0,0,0,1,1,1,1,1,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,3,3,3,2,3,1,1,0,5,0,0,3,0,2,2,0,0,0,2,0,0,1,0,1,1,0,2,2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,4,4,0,0,291.23906666666664,0.9999999497681399,8.334307384394803e-66,3.679153598960274e-101,3.7464400046771744e-19,3.5562814328347674e-16,5.023186587125133e-08,2.4480477996035833e-109
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,2,2,3,3,2,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,1,1,1,2,2,1,2,2,2,1,2,2,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,1,1,1,3,3,1,1,402.06673333333333,0.014537293098036662,0.9853357717300433,3.833911706961888e-89,1.4917697796193414e-13,4.020453563294545e-12,0.00012693516775178935,2.5995297920802654e-115
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,2,5,0,0,0,0,1,1,0,0,0,0,0,2,3,2,0,2,0,5,2,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,1,1,2,3,1,0,0,0,0,0,3,0,0,2,1,1,1,0,1,1,1,1,1,1,0,2,2,1,0,0,0,0,2,2,2,3,1,1,1,1,1,1,1,0,1,0,0,0,0,2,1,1,0,1,2,0,2,1,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,2,1,1,3,3,5,3,2,3,1,1,5,5,1,6,491.91203333333334,2.0429626845217643e-41,8.417009843943758e-82,0.00028407794314446903,1.895287005758488e-58,2.108621632276719e-61,1.444170606056476e-63,0.999715922056857
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,4,0,0,5,0,0,2,0,1,2,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,1,3,3,3,3,1,0,2,8,1,3,0,1,1,4,3,3,5,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,2,3,2,0,0,0,1,1,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,4,5,1,1,1,1,1,0,0,1,1,402.94886666666673,1.5111685480288455e-39,1.0,1.7055568555553215e-61,4.09327897849971e-94,8.67075166324271e-92,1.2498171887024452e-93,8.622807741283932e-46
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,1,1,0,3,0,2,2,2,1,2,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,1,1,1,2,2,2,1,2,0,1,1,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,1,1,3,2,2,3,3,2,1,1,4,4,1,5,415.2756333333333,2.1449094852821124e-07,5.2020063019471196e-89,1.0736978502437553e-44,1.6387247492769282e-17,1.4817769805108425e-12,0.9999997855075636,2.1288460788080202e-83
