columna,razon_eliminacion
CR590Q43S,missing >40%
DR590Q43R,missing >40%
CR590Q43TT,missing >40%
CR590Q52S,missing >40%
DR590Q52R,missing >40%
CR590Q52TT,missing >40%
CR590Q35S,missing >40%
DR590Q35R,missing >40%
CR590Q35TT,missing >40%
CR590Q61S,missing >40%
DR590Q61R,missing >40%
CR590Q61TT,missing >40%
CR590Q02S,missing >40%
DR590Q02R,missing >40%
CR590Q02TT,missing >40%
CR590Q18S,missing >40%
DR590Q18R,missing >40%
CR590Q18TT,missing >40%
CR590Q10S,missing >40%
DR590Q10R,missing >40%
CR590Q10TT,missing >40%
CR590Q37S,missing >40%
DR590Q37R,missing >40%
CR590Q37TT,missing >40%
CR590Q42S,missing >40%
DR590Q42R,missing >40%
CR590Q42TT,missing >40%
CR590Q45S,missing >40%
DR590Q45R,missing >40%
CR590Q45TT,missing >40%
CR590Q25S,missing >40%
DR590Q25R,missing >40%
CR590Q25TT,missing >40%
CR590Q13S,missing >40%
DR590Q13R,missing >40%
CR590Q13TT,missing >40%
CR590Q57S,missing >40%
DR590Q57R,missing >40%
CR590Q57TT,missing >40%
CR590Q41S,missing >40%
DR590Q41R,missing >40%
CR590Q41TT,missing >40%
CR590Q60S,missing >40%
DR590Q60R,missing >40%
CR590Q60TT,missing >40%
CR590Q05S,missing >40%
DR590Q05R,missing >40%
CR590Q05TT,missing >40%
CR590Q01S,missing >40%
DR590Q01R,missing >40%
CR590Q01TT,missing >40%
CR590Q22S,missing >40%
DR590Q22R,missing >40%
CR590Q22TT,missing >40%
CR590Q47S,missing >40%
DR590Q47R,missing >40%
CR590Q47TT,missing >40%
CR590Q34S,missing >40%
DR590Q34R,missing >40%
CR590Q34TT,missing >40%
CR590Q23S,missing >40%
DR590Q23R,missing >40%
CR590Q23TT,missing >40%
CR590Q38S,missing >40%
DR590Q38R,missing >40%
CR590Q38TT,missing >40%
CR590Q55S,missing >40%
DR590Q55R,missing >40%
CR590Q55TT,missing >40%
CR590Q14S,missing >40%
DR590Q14R,missing >40%
CR590Q14TT,missing >40%
CR590Q65S,missing >40%
DR590Q65R,missing >40%
CR590Q65TT,missing >40%
CR590Q26S,missing >40%
DR590Q26R,missing >40%
CR590Q26TT,missing >40%
CR590Q48S,missing >40%
DR590Q48R,missing >40%
CR590Q48TT,missing >40%
CR590Q44S,missing >40%
DR590Q44R,missing >40%
CR590Q44TT,missing >40%
CR590Q19S,missing >40%
DR590Q19R,missing >40%
CR590Q19TT,missing >40%
CR590Q15S,missing >40%
DR590Q15R,missing >40%
CR590Q15TT,missing >40%
CR590Q30S,missing >40%
DR590Q30R,missing >40%
CR590Q30TT,missing >40%
CR590Q28S,missing >40%
DR590Q28R,missing >40%
CR590Q28TT,missing >40%
CR590Q09S,missing >40%
DR590Q09R,missing >40%
CR590Q09TT,missing >40%
CR590Q56S,missing >40%
DR590Q56R,missing >40%
CR590Q56TT,missing >40%
CR590Q16S,missing >40%
DR590Q16R,missing >40%
CR590Q16TT,missing >40%
CR590Q58S,missing >40%
DR590Q58R,missing >40%
CR590Q58TT,missing >40%
CR590Q46S,missing >40%
DR590Q46R,missing >40%
CR590Q46TT,missing >40%
CR590Q06S,missing >40%
DR590Q06R,missing >40%
CR590Q06TT,missing >40%
CR590Q50S,missing >40%
DR590Q50R,missing >40%
CR590Q50TT,missing >40%
CR590Q07S,missing >40%
DR590Q07R,missing >40%
CR590Q07TT,missing >40%
CR590Q31S,missing >40%
DR590Q31R,missing >40%
CR590Q31TT,missing >40%
CR590Q32S,missing >40%
DR590Q32R,missing >40%
CR590Q32TT,missing >40%
CR590Q51S,missing >40%
DR590Q51R,missing >40%
CR590Q51TT,missing >40%
CR590Q39S,missing >40%
DR590Q39R,missing >40%
CR590Q39TT,missing >40%
CR590Q54S,missing >40%
DR590Q54R,missing >40%
CR590Q54TT,missing >40%
CR590Q53S,missing >40%
DR590Q53R,missing >40%
CR590Q53TT,missing >40%
CR590Q64S,missing >40%
DR590Q64R,missing >40%
CR590Q64TT,missing >40%
CR590Q08S,missing >40%
DR590Q08R,missing >40%
CR590Q08TT,missing >40%
CR590Q36S,missing >40%
DR590Q36R,missing >40%
CR590Q36TT,missing >40%
CR590Q21S,missing >40%
DR590Q21R,missing >40%
CR590Q21TT,missing >40%
CR590Q49S,missing >40%
DR590Q49R,missing >40%
CR590Q49TT,missing >40%
CR590Q40S,missing >40%
DR590Q40R,missing >40%
CR590Q40TT,missing >40%
CR590Q11S,missing >40%
DR590Q11R,missing >40%
CR590Q11TT,missing >40%
CR590Q29S,missing >40%
DR590Q29R,missing >40%
CR590Q29TT,missing >40%
CR590Q63S,missing >40%
DR590Q63R,missing >40%
CR590Q63TT,missing >40%
CR590Q17S,missing >40%
DR590Q17R,missing >40%
CR590Q17TT,missing >40%
CR590Q62S,missing >40%
DR590Q62R,missing >40%
CR590Q62TT,missing >40%
CR590Q66S,missing >40%
DR590Q66R,missing >40%
CR590Q66TT,missing >40%
CR545Q02S,missing >40%
DR545Q02R,missing >40%
CR545Q02TT,missing >40%
CR545Q02F,missing >40%
CR545Q02A,missing >40%
CR545Q02V,missing >40%
CR545Q02VS,missing >40%
CR545Q03S,missing >40%
DR545Q03RA,missing >40%
DR545Q03RB,missing >40%
DR545Q03RC,missing >40%
DR545Q03RD,missing >40%
CR545Q03TT,missing >40%
CR545Q03F,missing >40%
CR545Q03A,missing >40%
CR545Q03SA,missing >40%
CR545Q03SB,missing >40%
CR545Q03SC,missing >40%
CR545Q03SD,missing >40%
CR545Q03V,missing >40%
CR545Q03VS,missing >40%
DR545Q04C,missing >40%
CR545Q04TT,missing >40%
CR545Q04F,missing >40%
CR545Q04A,missing >40%
CR545Q04V,missing >40%
CR545Q04VS,missing >40%
CR545Q06S,missing >40%
DR545Q06R,missing >40%
CR545Q06TT,missing >40%
CR545Q06F,missing >40%
CR545Q06A,missing >40%
CR545Q06V,missing >40%
CR545Q06VS,missing >40%
CR545Q07S,missing >40%
DR545Q07R,missing >40%
CR545Q07TT,missing >40%
CR545Q07F,missing >40%
CR545Q07A,missing >40%
CR545Q07V,missing >40%
CR545Q07VS,missing >40%
CR220Q01S,missing >40%
CR220Q01TT,missing >40%
CR220Q01F,missing >40%
CR220Q01A,missing >40%
CR220Q01V,missing >40%
CR220Q01VS,missing >40%
CR220Q02S,missing >40%
DR220Q02R,missing >40%
CR220Q02TT,missing >40%
CR220Q02F,missing >40%
CR220Q02A,missing >40%
CR220Q02V,missing >40%
CR220Q02VS,missing >40%
CR220Q04S,missing >40%
DR220Q04R,missing >40%
CR220Q04TT,missing >40%
CR220Q04F,missing >40%
CR220Q04A,missing >40%
CR220Q04V,missing >40%
CR220Q04VS,missing >40%
CR220Q05S,missing >40%
DR220Q05R,missing >40%
CR220Q05TT,missing >40%
CR220Q05F,missing >40%
CR220Q05A,missing >40%
CR220Q05V,missing >40%
CR220Q05VS,missing >40%
CR220Q06S,missing >40%
DR220Q06R,missing >40%
CR220Q06TT,missing >40%
CR220Q06F,missing >40%
CR220Q06A,missing >40%
CR220Q06V,missing >40%
CR220Q06VS,missing >40%
CR560Q10S,missing >40%
CR560Q10TT,missing >40%
CR560Q10F,missing >40%
CR560Q10A,missing >40%
CR560Q10V,missing >40%
CR560Q10VS,missing >40%
CR560Q03S,missing >40%
DR560Q03R,missing >40%
CR560Q03TT,missing >40%
CR560Q03F,missing >40%
CR560Q03A,missing >40%
CR560Q03V,missing >40%
CR560Q03VS,missing >40%
CR560Q06S,missing >40%
DR560Q06R,missing >40%
CR560Q06TT,missing >40%
CR560Q06F,missing >40%
CR560Q06A,missing >40%
CR560Q06V,missing >40%
CR560Q06VS,missing >40%
CR560Q08S,missing >40%
DR560Q08R,missing >40%
CR560Q08TT,missing >40%
CR560Q08F,missing >40%
CR560Q08A,missing >40%
CR560Q08V,missing >40%
CR560Q08VS,missing >40%
CR559Q01S,missing >40%
DR559Q01R,missing >40%
CR559Q01TT,missing >40%
CR559Q01F,missing >40%
CR559Q01A,missing >40%
CR559Q01V,missing >40%
CR559Q01VS,missing >40%
CR559Q04S,missing >40%
DR559Q04R,missing >40%
CR559Q04TT,missing >40%
CR559Q04F,missing >40%
CR559Q04A,missing >40%
CR559Q04V,missing >40%
CR559Q04VS,missing >40%
CR559Q03S,missing >40%
DR559Q03R,missing >40%
CR559Q03TT,missing >40%
CR559Q03F,missing >40%
CR559Q03A,missing >40%
CR559Q03V,missing >40%
CR559Q03VS,missing >40%
CR559Q06S,missing >40%
DR559Q06R,missing >40%
CR559Q06TT,missing >40%
CR559Q06F,missing >40%
CR559Q06A,missing >40%
CR559Q06V,missing >40%
CR559Q06VS,missing >40%
DR559Q08C,missing >40%
CR559Q08TT,missing >40%
CR559Q08F,missing >40%
CR559Q08A,missing >40%
CR559Q08V,missing >40%
CR559Q08VS,missing >40%
CR404Q03S,missing >40%
DR404Q03R,missing >40%
CR404Q03TT,missing >40%
CR404Q03F,missing >40%
CR404Q03A,missing >40%
CR404Q03V,missing >40%
CR404Q03VS,missing >40%
CR404Q06S,missing >40%
DR404Q06R,missing >40%
CR404Q06TT,missing >40%
CR404Q06F,missing >40%
CR404Q06A,missing >40%
CR404Q06V,missing >40%
CR404Q06VS,missing >40%
CR404Q07S,missing >40%
DR404Q07RA,missing >40%
DR404Q07RB,missing >40%
DR404Q07RC,missing >40%
CR404Q07TT,missing >40%
CR404Q07F,missing >40%
CR404Q07A,missing >40%
CR404Q07V,missing >40%
CR404Q07VS,missing >40%
DR404Q10AC,missing >40%
DR404Q10BC,missing >40%
CR404Q10TT,missing >40%
CR404Q10F,missing >40%
CR404Q10A,missing >40%
CR404Q10V,missing >40%
CR404Q10VS,missing >40%
CR565Q01S,missing >40%
DR565Q01R,missing >40%
CR565Q01TT,missing >40%
CR565Q01F,missing >40%
CR565Q01A,missing >40%
CR565Q01V,missing >40%
CR565Q01VS,missing >40%
DR565Q02C,missing >40%
CR565Q02TT,missing >40%
CR565Q02F,missing >40%
CR565Q02A,missing >40%
CR565Q02V,missing >40%
CR565Q02VS,missing >40%
CR565Q03S,missing >40%
DR565Q03R,missing >40%
CR565Q03TT,missing >40%
CR565Q03F,missing >40%
CR565Q03A,missing >40%
CR565Q03V,missing >40%
CR565Q03VS,missing >40%
DR565Q05C,missing >40%
CR565Q05TT,missing >40%
CR565Q05F,missing >40%
CR565Q05A,missing >40%
CR565Q05V,missing >40%
CR565Q05VS,missing >40%
CR565Q08S,missing >40%
DR565Q08R,missing >40%
CR565Q08TT,missing >40%
CR565Q08F,missing >40%
CR565Q08A,missing >40%
CR565Q08V,missing >40%
CR565Q08VS,missing >40%
CR565Q09S,missing >40%
DR565Q09R,missing >40%
CR565Q09TT,missing >40%
CR565Q09F,missing >40%
CR565Q09A,missing >40%
CR565Q09V,missing >40%
CR565Q09VS,missing >40%
CR547Q02S,missing >40%
DR547Q02R,missing >40%
CR547Q02TT,missing >40%
CR547Q02F,missing >40%
CR547Q02A,missing >40%
CR547Q02V,missing >40%
CR547Q02VS,missing >40%
CR547Q07SF,missing >40%
DR547Q09C,missing >40%
CR547Q09TT,missing >40%
CR547Q09F,missing >40%
CR547Q09A,missing >40%
CR547Q09V,missing >40%
CR547Q09VS,missing >40%
CR547Q10S,missing >40%
DR547Q10RA,missing >40%
DR547Q10RB,missing >40%
DR547Q10RC,missing >40%
DR547Q10RD,missing >40%
DR547Q10RE,missing >40%
DR547Q10RF,missing >40%
DR547Q10RG,missing >40%
DR547Q10RH,missing >40%
DR547Q10RI,missing >40%
DR547Q10RJ,missing >40%
DR547Q10RK,missing >40%
DR547Q10RL,missing >40%
DR547Q10RM,missing >40%
CR547Q10TT,missing >40%
CR547Q10F,missing >40%
CR547Q10A,missing >40%
CR547Q10V,missing >40%
CR547Q10VS,missing >40%
CR547Q03S,missing >40%
DR547Q03R,missing >40%
CR547Q03TT,missing >40%
CR547Q03F,missing >40%
CR547Q03A,missing >40%
CR547Q03V,missing >40%
CR547Q03VS,missing >40%
CR547Q06S,missing >40%
DR547Q06R,missing >40%
CR547Q06TT,missing >40%
CR547Q06F,missing >40%
CR547Q06A,missing >40%
CR547Q06V,missing >40%
CR547Q06VS,missing >40%
CR547Q07S,missing >40%
DR547Q07RA,missing >40%
DR547Q07RB,missing >40%
DR547Q07RC,missing >40%
DR547Q07RD,missing >40%
DR547Q07RE,missing >40%
DR547Q07RF,missing >40%
CR547Q07TT,missing >40%
CR547Q07F,missing >40%
CR547Q07A,missing >40%
CR547Q07SA,missing >40%
CR547Q07SB,missing >40%
CR547Q07SC,missing >40%
CR547Q07SD,missing >40%
CR547Q07SE,missing >40%
CR547Q07V,missing >40%
CR547Q07VS,missing >40%
CR558Q02S,missing >40%
DR558Q02RA,missing >40%
DR558Q02RB,missing >40%
DR558Q02RC,missing >40%
CR558Q02TT,missing >40%
CR558Q02F,missing >40%
CR558Q02A,missing >40%
CR558Q10SB,missing >40%
CR558Q10SC,missing >40%
CR558Q10SD,missing >40%
DR558Q12C,missing >40%
CR558Q12TT,missing >40%
CR558Q12F,missing >40%
CR558Q12A,missing >40%
CR558Q12V,missing >40%
CR558Q12VS,missing >40%
CR558Q02SA,missing >40%
CR558Q02SB,missing >40%
CR558Q02SC,missing >40%
CR558Q02V,missing >40%
CR558Q02VS,missing >40%
DR558Q04C,missing >40%
CR558Q04TT,missing >40%
CR558Q04F,missing >40%
CR558Q04A,missing >40%
CR558Q04V,missing >40%
CR558Q04VS,missing >40%
CR558Q06S,missing >40%
DR558Q06R,missing >40%
CR558Q06TT,missing >40%
CR558Q06F,missing >40%
CR558Q06A,missing >40%
CR558Q06V,missing >40%
CR558Q06VS,missing >40%
CR558Q09S,missing >40%
CR558Q09TT,missing >40%
CR558Q09F,missing >40%
CR558Q09A,missing >40%
CR558Q09V,missing >40%
CR558Q09VS,missing >40%
CR558Q10S,missing >40%
DR558Q10RA,missing >40%
DR558Q10RB,missing >40%
DR558Q10RC,missing >40%
DR558Q10RD,missing >40%
CR558Q10TT,missing >40%
CR558Q10F,missing >40%
CR558Q10A,missing >40%
CR558Q10SA,missing >40%
CR558Q10V,missing >40%
CR558Q10VS,missing >40%
DR455Q02C,missing >40%
CR455Q02TT,missing >40%
CR455Q02F,missing >40%
CR455Q02A,missing >40%
CR455Q02V,missing >40%
CR455Q02VS,missing >40%
DR455Q03C,missing >40%
CR455Q03TT,missing >40%
CR455Q03F,missing >40%
CR455Q03A,missing >40%
CR455Q03V,missing >40%
CR455Q03VS,missing >40%
CR455Q04S,missing >40%
DR455Q04R,missing >40%
CR455Q04TT,missing >40%
CR455Q04F,missing >40%
CR455Q04A,missing >40%
CR455Q04V,missing >40%
CR455Q04VS,missing >40%
CR455Q05S,missing >40%
DR455Q05RA,missing >40%
DR455Q05RB,missing >40%
DR455Q05RC,missing >40%
DR455Q05RD,missing >40%
CR455Q05TT,missing >40%
CR455Q05F,missing >40%
CR455Q05A,missing >40%
CR455Q05V,missing >40%
CR455Q05VS,missing >40%
CR540Q01S,missing >40%
DR540Q01R,missing >40%
CR540Q01TT,missing >40%
CR540Q01F,missing >40%
CR540Q01A,missing >40%
CR540Q01V,missing >40%
CR540Q01VS,missing >40%
CR540Q03S,missing >40%
DR540Q03R,missing >40%
CR540Q03TT,missing >40%
CR540Q03F,missing >40%
CR540Q03A,missing >40%
CR540Q03V,missing >40%
CR540Q03VS,missing >40%
DR540Q04C,missing >40%
CR540Q04TT,missing >40%
CR540Q04F,missing >40%
CR540Q04A,missing >40%
CR540Q04V,missing >40%
CR540Q04VS,missing >40%
CR540Q05S,missing >40%
DR540Q05R,missing >40%
CR540Q05TT,missing >40%
CR540Q05F,missing >40%
CR540Q05A,missing >40%
CR540Q05V,missing >40%
CR540Q05VS,missing >40%
CR540Q06S,missing >40%
DR540Q06R,missing >40%
CR540Q06TT,missing >40%
CR540Q06F,missing >40%
CR540Q06A,missing >40%
CR540Q06V,missing >40%
CR540Q06VS,missing >40%
CR542Q01S,missing >40%
DR542Q01R,missing >40%
CR542Q01TT,missing >40%
CR542Q01F,missing >40%
CR542Q01A,missing >40%
CR542Q01V,missing >40%
CR542Q01VS,missing >40%
DR542Q02C,missing >40%
CR542Q02TT,missing >40%
CR542Q02F,missing >40%
CR542Q02A,missing >40%
CR542Q02V,missing >40%
CR542Q02VS,missing >40%
CR542Q05S,missing >40%
DR542Q05R,missing >40%
CR542Q05TT,missing >40%
CR542Q05F,missing >40%
CR542Q05A,missing >40%
CR542Q05V,missing >40%
CR542Q05VS,missing >40%
CR542Q08S,missing >40%
DR542Q08R,missing >40%
CR542Q08TT,missing >40%
CR542Q08F,missing >40%
CR542Q08A,missing >40%
CR542Q08V,missing >40%
CR542Q08VS,missing >40%
CR542Q09S,missing >40%
CR542Q09TT,missing >40%
CR542Q09F,missing >40%
CR542Q09A,missing >40%
CR542Q09V,missing >40%
CR542Q09VS,missing >40%
CR561Q01S,missing >40%
DR561Q01R,missing >40%
CR561Q01TT,missing >40%
CR561Q01F,missing >40%
CR561Q01A,missing >40%
CR561Q01V,missing >40%
CR561Q01VS,missing >40%
CR561Q03S,missing >40%
DR561Q03R,missing >40%
CR561Q03TT,missing >40%
CR561Q03F,missing >40%
CR561Q03A,missing >40%
CR561Q03V,missing >40%
CR561Q03VS,missing >40%
CR561Q04S,missing >40%
DR561Q04RA,missing >40%
DR561Q04RB,missing >40%
DR561Q04RC,missing >40%
CR561Q04TT,missing >40%
CR561Q04F,missing >40%
CR561Q04A,missing >40%
CR561Q04SA,missing >40%
CR561Q04SB,missing >40%
CR561Q04SC,missing >40%
CR561Q04V,missing >40%
CR561Q04VS,missing >40%
CR561Q06S,missing >40%
CR561Q06TT,missing >40%
CR561Q06F,missing >40%
CR561Q06A,missing >40%
CR561Q06V,missing >40%
CR561Q06VS,missing >40%
DR561Q07C,missing >40%
CR561Q07TT,missing >40%
CR561Q07F,missing >40%
CR561Q07A,missing >40%
CR561Q07V,missing >40%
CR561Q07VS,missing >40%
CR561Q08S,missing >40%
CR561Q08TT,missing >40%
CR561Q08F,missing >40%
CR561Q08A,missing >40%
CR561Q08V,missing >40%
CR561Q08VS,missing >40%
CR564Q01S,missing >40%
DR564Q01R,missing >40%
CR564Q01TT,missing >40%
CR564Q01F,missing >40%
CR564Q01A,missing >40%
CR564Q01V,missing >40%
CR564Q01VS,missing >40%
CR564Q02S,missing >40%
DR564Q02R,missing >40%
CR564Q02TT,missing >40%
CR564Q02F,missing >40%
CR564Q02A,missing >40%
CR564Q02V,missing >40%
CR564Q02VS,missing >40%
CR564Q03S,missing >40%
DR564Q03R,missing >40%
CR564Q03TT,missing >40%
CR564Q03F,missing >40%
CR564Q03A,missing >40%
CR564Q03V,missing >40%
CR564Q03VS,missing >40%
CR564Q04S,missing >40%
DR564Q04R,missing >40%
CR564Q04TT,missing >40%
CR564Q04F,missing >40%
CR564Q04A,missing >40%
CR564Q04V,missing >40%
CR564Q04VS,missing >40%
DR564Q05C,missing >40%
CR564Q05TT,missing >40%
CR564Q05F,missing >40%
CR564Q05A,missing >40%
CR564Q05V,missing >40%
CR564Q05VS,missing >40%
CR549Q04S,missing >40%
DR549Q04R,missing >40%
CR549Q04TT,missing >40%
CR549Q04F,missing >40%
CR549Q04A,missing >40%
CR549Q04V,missing >40%
CR549Q04VS,missing >40%
CR549Q13SB,missing >40%
CR549Q13SC,missing >40%
CR549Q13SD,missing >40%
DR549Q05C,missing >40%
CR549Q05TT,missing >40%
CR549Q05F,missing >40%
CR549Q05A,missing >40%
CR549Q05V,missing >40%
CR549Q05VS,missing >40%
CR549Q06S,missing >40%
DR549Q06R,missing >40%
CR549Q06TT,missing >40%
CR549Q06F,missing >40%
CR549Q06A,missing >40%
CR549Q06V,missing >40%
CR549Q06VS,missing >40%
CR549Q10S,missing >40%
DR549Q10R,missing >40%
CR549Q10TT,missing >40%
CR549Q10F,missing >40%
CR549Q10A,missing >40%
CR549Q10V,missing >40%
CR549Q10VS,missing >40%
CR549Q12S,missing >40%
DR549Q12RA,missing >40%
DR549Q12RB,missing >40%
DR549Q12RD,missing >40%
CR549Q12TT,missing >40%
CR549Q12F,missing >40%
CR549Q12A,missing >40%
CR549Q12SA,missing >40%
CR549Q12SB,missing >40%
CR549Q12SD,missing >40%
CR549Q12V,missing >40%
CR549Q12VS,missing >40%
CR549Q13S,missing >40%
DR549Q13RB,missing >40%
DR549Q13RC,missing >40%
DR549Q13RD,missing >40%
CR549Q13TT,missing >40%
CR549Q13F,missing >40%
CR549Q13A,missing >40%
CR549Q13V,missing >40%
CR549Q13VS,missing >40%
DR055Q05C,missing >40%
CR055Q05TT,missing >40%
CR055Q05F,missing >40%
CR055Q05A,missing >40%
CR055Q05V,missing >40%
CR055Q05VS,missing >40%
CR055Q01S,missing >40%
DR055Q01R,missing >40%
CR055Q01TT,missing >40%
CR055Q01F,missing >40%
CR055Q01A,missing >40%
CR055Q01V,missing >40%
CR055Q01VS,missing >40%
DR055Q02C,missing >40%
CR055Q02TT,missing >40%
CR055Q02F,missing >40%
CR055Q02A,missing >40%
CR055Q02V,missing >40%
CR055Q02VS,missing >40%
DR055Q03C,missing >40%
CR055Q03TT,missing >40%
CR055Q03F,missing >40%
CR055Q03A,missing >40%
CR055Q03V,missing >40%
CR055Q03VS,missing >40%
CR111Q01S,missing >40%
DR111Q01R,missing >40%
CR111Q01TT,missing >40%
CR111Q01F,missing >40%
CR111Q01A,missing >40%
CR111Q01V,missing >40%
CR111Q01VS,missing >40%
DR111Q02BC,missing >40%
CR111Q02BTT,missing >40%
CR111Q02BF,missing >40%
CR111Q02BA,missing >40%
CR111Q02BV,missing >40%
CR111Q02BVS,missing >40%
DR111Q06C,missing >40%
CR111Q06TT,missing >40%
CR111Q06F,missing >40%
CR111Q06A,missing >40%
CR111Q06V,missing >40%
CR111Q06VS,missing >40%
DR466Q02C,missing >40%
CR466Q02TT,missing >40%
CR466Q02F,missing >40%
CR466Q02A,missing >40%
CR466Q02V,missing >40%
CR466Q02VS,missing >40%
CR466Q03S,missing >40%
DR466Q03RA,missing >40%
DR466Q03RB,missing >40%
DR466Q03RC,missing >40%
CR466Q03TT,missing >40%
CR466Q03F,missing >40%
CR466Q03A,missing >40%
CR466Q03V,missing >40%
CR466Q03VS,missing >40%
CR466Q06S,missing >40%
CR466Q06TT,missing >40%
CR466Q06F,missing >40%
CR466Q06A,missing >40%
CR466Q06V,missing >40%
CR466Q06VS,missing >40%
DR550Q09C,missing >40%
CR550Q09TT,missing >40%
CR550Q09F,missing >40%
CR550Q09A,missing >40%
CR550Q09V,missing >40%
CR550Q09VS,missing >40%
DR550Q10C,missing >40%
CR550Q10TT,missing >40%
CR550Q10F,missing >40%
CR550Q10A,missing >40%
CR550Q10V,missing >40%
CR550Q10VS,missing >40%
CR550Q04S,missing >40%
DR550Q04R,missing >40%
CR550Q04TT,missing >40%
CR550Q04F,missing >40%
CR550Q04A,missing >40%
CR550Q04V,missing >40%
CR550Q04VS,missing >40%
CR550Q05S,missing >40%
DR550Q05R,missing >40%
CR550Q05TT,missing >40%
CR550Q05F,missing >40%
CR550Q05A,missing >40%
CR550Q05V,missing >40%
CR550Q05VS,missing >40%
CR550Q06S,missing >40%
CR550Q06TT,missing >40%
CR550Q06F,missing >40%
CR550Q06A,missing >40%
CR550Q06V,missing >40%
CR550Q06VS,missing >40%
DR550Q07C,missing >40%
CR550Q07TT,missing >40%
CR550Q07F,missing >40%
CR550Q07A,missing >40%
CR550Q07V,missing >40%
CR550Q07VS,missing >40%
CR562Q02S,missing >40%
DR562Q02R,missing >40%
CR562Q02TT,missing >40%
CR562Q02F,missing >40%
CR562Q02A,missing >40%
CR562Q02V,missing >40%
CR562Q02VS,missing >40%
DR562Q03C,missing >40%
CR562Q03TT,missing >40%
CR562Q03F,missing >40%
CR562Q03A,missing >40%
CR562Q03V,missing >40%
CR562Q03VS,missing >40%
CR562Q05S,missing >40%
CR562Q05TT,missing >40%
CR562Q05F,missing >40%
CR562Q05A,missing >40%
CR562Q05V,missing >40%
CR562Q05VS,missing >40%
DR562Q06C,missing >40%
CR562Q06TT,missing >40%
CR562Q06F,missing >40%
CR562Q06A,missing >40%
CR562Q06V,missing >40%
CR562Q06VS,missing >40%
CR562Q07S,missing >40%
DR562Q07R,missing >40%
CR562Q07TT,missing >40%
CR562Q07F,missing >40%
CR562Q07A,missing >40%
CR562Q07V,missing >40%
CR562Q07VS,missing >40%
CR569Q01S,missing >40%
DR569Q01R,missing >40%
CR569Q01TT,missing >40%
CR569Q01F,missing >40%
CR569Q01A,missing >40%
CR569Q01V,missing >40%
CR569Q01VS,missing >40%
CR569Q02S,missing >40%
CR569Q02TT,missing >40%
CR569Q02F,missing >40%
CR569Q02A,missing >40%
CR569Q02V,missing >40%
CR569Q02VS,missing >40%
CR569Q03S,missing >40%
DR569Q03R,missing >40%
CR569Q03TT,missing >40%
CR569Q03F,missing >40%
CR569Q03A,missing >40%
CR569Q03V,missing >40%
CR569Q03VS,missing >40%
CR569Q04S,missing >40%
DR569Q04R,missing >40%
CR569Q04TT,missing >40%
CR569Q04F,missing >40%
CR569Q04A,missing >40%
CR569Q04V,missing >40%
CR569Q04VS,missing >40%
DR569Q06C,missing >40%
CR569Q06TT,missing >40%
CR569Q06F,missing >40%
CR569Q06A,missing >40%
CR569Q06V,missing >40%
CR569Q06VS,missing >40%
CR553Q02S,missing >40%
DR553Q02R,missing >40%
CR553Q02TT,missing >40%
CR553Q02F,missing >40%
CR553Q02A,missing >40%
CR553Q02V,missing >40%
CR553Q02VS,missing >40%
CR553Q01S,missing >40%
DR553Q01R,missing >40%
CR553Q01TT,missing >40%
CR553Q01F,missing >40%
CR553Q01A,missing >40%
CR553Q01V,missing >40%
CR553Q01VS,missing >40%
DR553Q04C,missing >40%
CR553Q04TT,missing >40%
CR553Q04F,missing >40%
CR553Q04A,missing >40%
CR553Q04V,missing >40%
CR553Q04VS,missing >40%
DR553Q06C,missing >40%
CR553Q05S,missing >40%
DR553Q05R,missing >40%
CR553Q05TT,missing >40%
CR553Q05F,missing >40%
CR553Q05A,missing >40%
CR553Q05V,missing >40%
CR553Q05VS,missing >40%
CR553Q07S,missing >40%
CR553Q07TT,missing >40%
CR553Q07F,missing >40%
CR553Q07A,missing >40%
CR553Q07V,missing >40%
CR553Q07VS,missing >40%
CR456Q01S,missing >40%
DR456Q01R,missing >40%
CR456Q01TT,missing >40%
CR456Q01F,missing >40%
CR456Q01A,missing >40%
CR456Q01V,missing >40%
CR456Q01VS,missing >40%
DR456Q02C,missing >40%
CR456Q02TT,missing >40%
CR456Q02F,missing >40%
CR456Q02A,missing >40%
CR456Q02V,missing >40%
CR456Q02VS,missing >40%
DR456Q06C,missing >40%
CR456Q06TT,missing >40%
CR456Q06F,missing >40%
CR456Q06A,missing >40%
CR456Q06V,missing >40%
CR456Q06VS,missing >40%
CR446Q03S,missing >40%
DR446Q03RA,missing >40%
DR446Q03RB,missing >40%
DR446Q03RC,missing >40%
DR446Q03RD,missing >40%
DR446Q03RE,missing >40%
DR446Q03RF,missing >40%
DR446Q03RG,missing >40%
CR446Q03TT,missing >40%
CR446Q03F,missing >40%
CR446Q03A,missing >40%
CR446Q03V,missing >40%
CR446Q03VS,missing >40%
DR446Q06C,missing >40%
CR446Q06TT,missing >40%
CR446Q06F,missing >40%
CR446Q06A,missing >40%
CR446Q06V,missing >40%
CR446Q06VS,missing >40%
CR453Q01S,missing >40%
DR453Q01R,missing >40%
CR453Q01TT,missing >40%
CR453Q01F,missing >40%
CR453Q01A,missing >40%
CR453Q01V,missing >40%
CR453Q01VS,missing >40%
DR453Q04C,missing >40%
CR453Q04TT,missing >40%
CR453Q04F,missing >40%
CR453Q04A,missing >40%
CR453Q04V,missing >40%
