columna,razon_eliminacion
CMA130Q03F,missing >40%
CMA130Q03A,missing >40%
CMA130Q03V,missing >40%
CMA130Q03VS,missing >40%
CMA147Q01S,missing >40%
DMA147Q01R,missing >40%
CMA147Q01TT,missing >40%
CMA147Q01F,missing >40%
CMA147Q01A,missing >40%
CMA147Q01V,missing >40%
CMA147Q01VS,missing >40%
CMA147Q02S,missing >40%
DMA147Q02R,missing >40%
CMA147Q02TT,missing >40%
CMA147Q02F,missing >40%
CMA147Q02A,missing >40%
CMA147Q02V,missing >40%
CMA147Q02VS,missing >40%
CMA147Q03S,missing >40%
DMA147Q03R,missing >40%
CMA147Q03TT,missing >40%
CMA147Q03F,missing >40%
CMA147Q03A,missing >40%
CMA147Q03V,missing >40%
CMA147Q03VS,missing >40%
CMA147Q04S,missing >40%
DMA147Q04R,missing >40%
CMA147Q04TT,missing >40%
CMA147Q04F,missing >40%
CMA147Q04A,missing >40%
CMA147Q04V,missing >40%
CMA147Q04VS,missing >40%
CMA145Q01S,missing >40%
DMA145Q01R,missing >40%
CMA145Q01TT,missing >40%
CMA145Q01F,missing >40%
CMA145Q01A,missing >40%
CMA145Q01V,missing >40%
CMA145Q01VS,missing >40%
CMA145Q02S,missing >40%
DMA145Q02R,missing >40%
CMA145Q02TT,missing >40%
CMA145Q02F,missing >40%
CMA145Q02A,missing >40%
CMA145Q02V,missing >40%
CMA145Q02VS,missing >40%
CMA107Q01S,missing >40%
DMA107Q01R,missing >40%
CMA107Q01TT,missing >40%
CMA107Q01F,missing >40%
CMA107Q01A,missing >40%
CMA107Q01V,missing >40%
CMA107Q01VS,missing >40%
CMA107Q02S,missing >40%
CMA107Q02TT,missing >40%
CMA107Q02F,missing >40%
CMA107Q02A,missing >40%
CMA107Q02V,missing >40%
CMA107Q02VS,missing >40%
DMA107Q03C,missing >40%
CMA107Q03TT,missing >40%
CMA107Q03F,missing >40%
CMA107Q03A,missing >40%
CMA107Q03V,missing >40%
CMA107Q03VS,missing >40%
CMA124Q01S,missing >40%
DMA124Q01R,missing >40%
CMA124Q01TT,missing >40%
CMA124Q01F,missing >40%
CMA124Q01A,missing >40%
CMA124Q01V,missing >40%
CMA124Q01VS,missing >40%
CMA124Q02S,missing >40%
CMA124Q02TT,missing >40%
CMA124Q02F,missing >40%
CMA124Q02A,missing >40%
CMA124Q02V,missing >40%
CMA124Q02VS,missing >40%
DMA124Q03C,missing >40%
CMA124Q03TT,missing >40%
CMA124Q03F,missing >40%
CMA124Q03A,missing >40%
CMA124Q03V,missing >40%
CMA124Q03VS,missing >40%
CMA120Q01S,missing >40%
DMA120Q01R,missing >40%
CMA120Q01TT,missing >40%
CMA120Q01F,missing >40%
CMA120Q01A,missing >40%
CMA120Q01V,missing >40%
CMA120Q01VS,missing >40%
CMA120Q02S,missing >40%
DMA120Q02RA,missing >40%
DMA120Q02RB,missing >40%
DMA120Q02RC,missing >40%
DMA120Q02RD,missing >40%
DMA120Q02RE,missing >40%
CMA120Q02TT,missing >40%
CMA120Q02F,missing >40%
CMA120Q02A,missing >40%
CMA120Q02V,missing >40%
CMA120Q02VS,missing >40%
CMA120Q03S,missing >40%
DMA120Q03RA,missing >40%
DMA120Q03RB,missing >40%
DMA120Q03RC,missing >40%
DMA120Q03RD,missing >40%
CMA120Q03TT,missing >40%
CMA120Q03F,missing >40%
CMA120Q03A,missing >40%
CMA120Q03V,missing >40%
CMA120Q03VS,missing >40%
CMA109Q01S,missing >40%
DMA109Q01R,missing >40%
CMA109Q01TT,missing >40%
CMA109Q01F,missing >40%
CMA109Q01A,missing >40%
CMA109Q01V,missing >40%
CMA109Q01VS,missing >40%
CMA109Q02S,missing >40%
DMA109Q02R,missing >40%
CMA109Q02TT,missing >40%
CMA109Q02F,missing >40%
CMA109Q02A,missing >40%
CMA109Q02V,missing >40%
CMA109Q02VS,missing >40%
CMA109Q03S,missing >40%
DMA109Q03R,missing >40%
CMA109Q03TT,missing >40%
CMA109Q03F,missing >40%
CMA109Q03A,missing >40%
CMA109Q03V,missing >40%
CMA109Q03VS,missing >40%
CMA101Q01S,missing >40%
CMA101Q01TT,missing >40%
CMA101Q01F,missing >40%
CMA101Q01A,missing >40%
CMA101Q01V,missing >40%
CMA101Q01VS,missing >40%
CMA101Q02S,missing >40%
DMA101Q02R,missing >40%
CMA101Q02TT,missing >40%
CMA101Q02F,missing >40%
CMA101Q02A,missing >40%
CMA101Q02V,missing >40%
CMA101Q02VS,missing >40%
CMA115Q01S,missing >40%
DMA115Q01R,missing >40%
CMA115Q01TT,missing >40%
CMA115Q01F,missing >40%
CMA115Q01A,missing >40%
CMA115Q01V,missing >40%
CMA115Q01VS,missing >40%
CMA115Q02S,missing >40%
DMA115Q02R,missing >40%
CMA115Q02TT,missing >40%
CMA115Q02F,missing >40%
CMA115Q02A,missing >40%
CMA115Q02V,missing >40%
CMA115Q02VS,missing >40%
CMA119Q01S,missing >40%
DMA119Q01R,missing >40%
CMA119Q01TT,missing >40%
CMA119Q01F,missing >40%
CMA119Q01A,missing >40%
CMA119Q01V,missing >40%
CMA119Q01VS,missing >40%
CMA119Q02S,missing >40%
CMA119Q02TT,missing >40%
CMA119Q02F,missing >40%
CMA119Q02A,missing >40%
CMA119Q02V,missing >40%
CMA119Q02VS,missing >40%
DMA119Q03C,missing >40%
CMA119Q03TT,missing >40%
CMA119Q03F,missing >40%
CMA119Q03A,missing >40%
CMA119Q03V,missing >40%
CMA119Q03VS,missing >40%
CMA112Q01S,missing >40%
CMA112Q01TT,missing >40%
CMA112Q01F,missing >40%
CMA112Q01A,missing >40%
CMA112Q01V,missing >40%
CMA112Q01VS,missing >40%
CMA112Q02S,missing >40%
DMA112Q02R,missing >40%
CMA112Q02TT,missing >40%
CMA112Q02F,missing >40%
CMA112Q02A,missing >40%
CMA112Q02V,missing >40%
CMA112Q02VS,missing >40%
CMA112Q02N,missing >40%
CMA112Q02P,missing >40%
CMA112Q02Q,missing >40%
CMA112Q02WD,missing >40%
CMA112Q02HD,missing >40%
CMA112Q03S,missing >40%
CMA112Q03TT,missing >40%
CMA112Q03F,missing >40%
CMA112Q03A,missing >40%
CMA112Q03V,missing >40%
CMA112Q03VS,missing >40%
CMA117Q01S,missing >40%
DMA117Q01R,missing >40%
CMA117Q01TT,missing >40%
CMA117Q01F,missing >40%
CMA117Q01A,missing >40%
CMA117Q01V,missing >40%
CMA117Q01VS,missing >40%
CMA117Q02S,missing >40%
DMA117Q02R,missing >40%
CMA117Q02TT,missing >40%
CMA117Q02F,missing >40%
CMA117Q02A,missing >40%
CMA117Q02V,missing >40%
CMA117Q02VS,missing >40%
CMA117Q03S,missing >40%
CMA117Q03TT,missing >40%
CMA117Q03F,missing >40%
CMA117Q03A,missing >40%
CMA117Q03V,missing >40%
CMA117Q03VS,missing >40%
CMA117Q04S,missing >40%
DMA117Q04RA,missing >40%
DMA117Q04RB,missing >40%
DMA117Q04RC,missing >40%
CMA117Q04TT,missing >40%
CMA117Q04F,missing >40%
CMA117Q04A,missing >40%
CMA117Q04V,missing >40%
CMA117Q04VS,missing >40%
CMA129Q01S,missing >40%
DMA129Q01R,missing >40%
CMA129Q01TT,missing >40%
CMA129Q01F,missing >40%
CMA129Q01A,missing >40%
CMA129Q01V,missing >40%
CMA129Q01VS,missing >40%
CMA129Q02S,missing >40%
CMA129Q02TT,missing >40%
CMA129Q02F,missing >40%
CMA129Q02A,missing >40%
CMA129Q02V,missing >40%
CMA129Q02VS,missing >40%
CMA129Q03S,missing >40%
DMA129Q03R,missing >40%
CMA129Q03TT,missing >40%
CMA129Q03F,missing >40%
CMA129Q03A,missing >40%
CMA129Q03V,missing >40%
CMA129Q03VS,missing >40%
CMA132Q01S,missing >40%
CMA132Q01TT,missing >40%
CMA132Q01F,missing >40%
CMA132Q01A,missing >40%
CMA132Q01V,missing >40%
CMA132Q01VS,missing >40%
CMA132Q02S,missing >40%
DMA132Q02R,missing >40%
CMA132Q02TT,missing >40%
CMA132Q02F,missing >40%
CMA132Q02A,missing >40%
CMA132Q02V,missing >40%
CMA132Q02VS,missing >40%
DMA156Q01C,missing >40%
CMA156Q01TT,missing >40%
CMA156Q01F,missing >40%
CMA156Q01A,missing >40%
CMA156Q01V,missing >40%
CMA156Q01VS,missing >40%
CMA126Q02S,missing >40%
DMA126Q02RA,missing >40%
DMA126Q02RB,missing >40%
DMA126Q02RC,missing >40%
DMA126Q02RD,missing >40%
DMA126Q02RE,missing >40%
DMA126Q02RF,missing >40%
DMA126Q02RG,missing >40%
DMA126Q02RH,missing >40%
DMA126Q02RI,missing >40%
DMA126Q02RJ,missing >40%
DMA126Q02RK,missing >40%
DMA126Q02RL,missing >40%
CMA126Q02TT,missing >40%
CMA126Q02F,missing >40%
CMA126Q02A,missing >40%
CMA126Q02V,missing >40%
CMA126Q02VS,missing >40%
CMA126Q03S,missing >40%
DMA126Q03R,missing >40%
CMA126Q03TT,missing >40%
CMA126Q03F,missing >40%
CMA126Q03A,missing >40%
CMA126Q03V,missing >40%
CMA126Q03VS,missing >40%
CMA126Q04S,missing >40%
DMA126Q04R,missing >40%
CMA126Q04TT,missing >40%
CMA126Q04F,missing >40%
CMA126Q04A,missing >40%
CMA126Q04V,missing >40%
CMA126Q04VS,missing >40%
CMA128Q01S,missing >40%
DMA128Q01RA,missing >40%
DMA128Q01RB,missing >40%
DMA128Q01RC,missing >40%
DMA128Q01RD,missing >40%
CMA128Q01TT,missing >40%
CMA128Q01F,missing >40%
CMA128Q01A,missing >40%
CMA128Q01V,missing >40%
CMA128Q01VS,missing >40%
CMA128Q02S,missing >40%
CMA128Q02TT,missing >40%
CMA128Q02F,missing >40%
CMA128Q02A,missing >40%
CMA128Q02V,missing >40%
CMA128Q02VS,missing >40%
CMA128Q03S,missing >40%
DMA128Q03RA,missing >40%
DMA128Q03RB,missing >40%
DMA128Q03RC,missing >40%
CMA128Q03TT,missing >40%
CMA128Q03F,missing >40%
CMA128Q03A,missing >40%
CMA128Q03V,missing >40%
CMA128Q03VS,missing >40%
CMA134Q01S,missing >40%
DMA134Q01RA,missing >40%
DMA134Q01RB,missing >40%
DMA134Q01RC,missing >40%
DMA134Q01RD,missing >40%
CMA134Q01TT,missing >40%
CMA134Q01F,missing >40%
CMA134Q01A,missing >40%
CMA134Q01V,missing >40%
CMA134Q01VS,missing >40%
CMA134Q02S,missing >40%
CMA134Q02TT,missing >40%
CMA134Q02F,missing >40%
CMA134Q02A,missing >40%
CMA134Q02V,missing >40%
CMA134Q02VS,missing >40%
CMA134Q03S,missing >40%
DMA134Q03R,missing >40%
CMA134Q03TT,missing >40%
CMA134Q03F,missing >40%
CMA134Q03A,missing >40%
CMA134Q03V,missing >40%
CMA134Q03VS,missing >40%
DMA153Q01C,missing >40%
CMA153Q01TT,missing >40%
CMA153Q01F,missing >40%
CMA153Q01A,missing >40%
CMA153Q01V,missing >40%
CMA153Q01VS,missing >40%
CMA153Q02S,missing >40%
DMA153Q02R,missing >40%
CMA153Q02TT,missing >40%
CMA153Q02F,missing >40%
CMA153Q02A,missing >40%
CMA153Q02V,missing >40%
CMA153Q02VS,missing >40%
CMA151Q01S,missing >40%
DMA151Q01RA,missing >40%
DMA151Q01RB,missing >40%
DMA151Q01RC,missing >40%
DMA151Q01RD,missing >40%
CMA151Q01TT,missing >40%
CMA151Q01F,missing >40%
CMA151Q01A,missing >40%
CMA151Q01V,missing >40%
CMA151Q01VS,missing >40%
CMA151Q02S,missing >40%
DMA151Q02R,missing >40%
CMA151Q02TT,missing >40%
CMA151Q02F,missing >40%
CMA151Q02A,missing >40%
CMA151Q02V,missing >40%
CMA151Q02VS,missing >40%
CMA143Q01S,missing >40%
DMA143Q01R,missing >40%
CMA143Q01TT,missing >40%
CMA143Q01F,missing >40%
CMA143Q01A,missing >40%
CMA143Q01V,missing >40%
CMA143Q01VS,missing >40%
CMA143Q02S,missing >40%
DMA143Q02R,missing >40%
CMA143Q02TT,missing >40%
CMA143Q02F,missing >40%
CMA143Q02A,missing >40%
CMA143Q02V,missing >40%
CMA143Q02VS,missing >40%
CMA143Q03S,missing >40%
DMA143Q03R,missing >40%
CMA143Q03TT,missing >40%
CMA143Q03F,missing >40%
CMA143Q03A,missing >40%
CMA143Q03V,missing >40%
CMA143Q03VS,missing >40%
CMA143Q04S,missing >40%
DMA143Q04R,missing >40%
CMA143Q04TT,missing >40%
CMA143Q04F,missing >40%
CMA143Q04A,missing >40%
CMA143Q04V,missing >40%
CMA143Q04VS,missing >40%
CMA157Q01S,missing >40%
CMA157Q01TT,missing >40%
CMA157Q01F,missing >40%
CMA157Q01A,missing >40%
CMA157Q01V,missing >40%
CMA157Q01VS,missing >40%
CMA157Q02S,missing >40%
DMA157Q02R,missing >40%
CMA157Q02TT,missing >40%
CMA157Q02F,missing >40%
CMA157Q02A,missing >40%
CMA157Q02V,missing >40%
CMA157Q02VS,missing >40%
CMA144Q01S,missing >40%
DMA144Q01R,missing >40%
CMA144Q01TT,missing >40%
CMA144Q01F,missing >40%
CMA144Q01A,missing >40%
CMA144Q01V,missing >40%
CMA144Q01VS,missing >40%
CMA144Q03S,missing >40%
DMA144Q03RA,missing >40%
DMA144Q03RB,missing >40%
DMA144Q03RC,missing >40%
CMA144Q03TT,missing >40%
CMA144Q03F,missing >40%
CMA144Q03A,missing >40%
CMA144Q03V,missing >40%
CMA144Q03VS,missing >40%
CMA142Q01S,missing >40%
DMA142Q01R,missing >40%
CMA142Q01TT,missing >40%
CMA142Q01F,missing >40%
CMA142Q01A,missing >40%
CMA142Q01V,missing >40%
CMA142Q01VS,missing >40%
DMA142Q02C,missing >40%
CMA142Q02TT,missing >40%
CMA142Q02F,missing >40%
CMA142Q02A,missing >40%
CMA142Q02V,missing >40%
CMA142Q02VS,missing >40%
CMA116Q01S,missing >40%
DMA116Q01R,missing >40%
CMA116Q01TT,missing >40%
CMA116Q01F,missing >40%
CMA116Q01A,missing >40%
CMA116Q01V,missing >40%
CMA116Q01VS,missing >40%
CMA116Q02S,missing >40%
CMA116Q02TT,missing >40%
CMA116Q02F,missing >40%
CMA116Q02A,missing >40%
CMA116Q02V,missing >40%
CMA116Q02VS,missing >40%
CMA116Q03S,missing >40%
CMA116Q03TT,missing >40%
CMA116Q03F,missing >40%
CMA116Q03A,missing >40%
CMA116Q03V,missing >40%
CMA116Q03VS,missing >40%
CMA113Q01S,missing >40%
DMA113Q01R,missing >40%
CMA113Q01TT,missing >40%
CMA113Q01F,missing >40%
CMA113Q01A,missing >40%
CMA113Q01V,missing >40%
CMA113Q01VS,missing >40%
CMA113Q02S,missing >40%
DMA113Q02RA,missing >40%
DMA113Q02RB,missing >40%
DMA113Q02RC,missing >40%
DMA113Q02RD,missing >40%
CMA113Q02TT,missing >40%
CMA113Q02F,missing >40%
CMA113Q02A,missing >40%
CMA113Q02V,missing >40%
CMA113Q02VS,missing >40%
CMA113Q03S,missing >40%
DMA113Q03R,missing >40%
CMA113Q03TT,missing >40%
CMA113Q03F,missing >40%
CMA113Q03A,missing >40%
CMA113Q03V,missing >40%
CMA113Q03VS,missing >40%
CMA123Q01S,missing >40%
CMA123Q01TT,missing >40%
CMA123Q01F,missing >40%
CMA123Q01A,missing >40%
CMA123Q01V,missing >40%
CMA123Q01VS,missing >40%
CMA123Q02S,missing >40%
DMA123Q02R,missing >40%
CMA123Q02TT,missing >40%
CMA123Q02F,missing >40%
CMA123Q02A,missing >40%
CMA123Q02V,missing >40%
CMA123Q02VS,missing >40%
CMA102Q01S,missing >40%
DMA102Q01RA,missing >40%
DMA102Q01RB,missing >40%
DMA102Q01RC,missing >40%
DMA102Q01RD,missing >40%
DMA102Q01RE,missing >40%
CMA102Q01TT,missing >40%
CMA102Q01F,missing >40%
CMA102Q01A,missing >40%
CMA102Q01V,missing >40%
CMA102Q01VS,missing >40%
DMA102Q02C,missing >40%
CMA102Q02TT,missing >40%
CMA102Q02F,missing >40%
CMA102Q02A,missing >40%
CMA102Q02V,missing >40%
CMA102Q02VS,missing >40%
CMA102Q03S,missing >40%
DMA102Q03R,missing >40%
CMA102Q03TT,missing >40%
CMA102Q03F,missing >40%
CMA102Q03A,missing >40%
CMA102Q03V,missing >40%
CMA102Q03VS,missing >40%
CMA108Q01S,missing >40%
CMA108Q01TT,missing >40%
CMA108Q01F,missing >40%
CMA108Q01A,missing >40%
CMA108Q01V,missing >40%
CMA108Q01VS,missing >40%
CMA108Q02S,missing >40%
DMA108Q02R,missing >40%
CMA108Q02TT,missing >40%
CMA108Q02F,missing >40%
CMA108Q02A,missing >40%
CMA108Q02V,missing >40%
CMA108Q02VS,missing >40%
CMA108Q03S,missing >40%
DMA108Q03RA,missing >40%
DMA108Q03RB,missing >40%
DMA108Q03RC,missing >40%
DMA108Q03RD,missing >40%
DMA108Q03RE,missing >40%
DMA108Q03RF,missing >40%
DMA108Q03RG,missing >40%
CMA108Q03TT,missing >40%
CMA108Q03F,missing >40%
CMA108Q03A,missing >40%
CMA108Q03V,missing >40%
CMA108Q03VS,missing >40%
CMA158Q01S,missing >40%
DMA158Q01R,missing >40%
CMA158Q01TT,missing >40%
CMA158Q01F,missing >40%
CMA158Q01A,missing >40%
CMA158Q01V,missing >40%
CMA158Q01VS,missing >40%
CMA158Q02S,missing >40%
DMA158Q02RA,missing >40%
DMA158Q02RB,missing >40%
DMA158Q02RC,missing >40%
CMA158Q02TT,missing >40%
CMA158Q02F,missing >40%
CMA158Q02A,missing >40%
CMA158Q02V,missing >40%
CMA158Q02VS,missing >40%
DMA158Q03C,missing >40%
CMA158Q03TT,missing >40%
CMA158Q03F,missing >40%
CMA158Q03A,missing >40%
CMA158Q03V,missing >40%
CMA158Q03VS,missing >40%
CMA141Q01S,missing >40%
CMA141Q01TT,missing >40%
CMA141Q01F,missing >40%
CMA141Q01A,missing >40%
CMA141Q01V,missing >40%
CMA141Q01VS,missing >40%
CMA141Q02S,missing >40%
DMA141Q02R,missing >40%
CMA141Q02TT,missing >40%
CMA141Q02F,missing >40%
CMA141Q02A,missing >40%
CMA141Q02V,missing >40%
CMA141Q02VS,missing >40%
CMA141Q03S,missing >40%
DMA141Q03R,missing >40%
CMA141Q03TT,missing >40%
CMA141Q03F,missing >40%
CMA141Q03A,missing >40%
CMA141Q03V,missing >40%
CMA141Q03VS,missing >40%
CMA141Q04S,missing >40%
DMA141Q04R,missing >40%
CMA141Q04TT,missing >40%
CMA141Q04F,missing >40%
CMA141Q04A,missing >40%
CMA141Q04V,missing >40%
CMA141Q04VS,missing >40%
CMA137Q01S,missing >40%
DMA137Q01R,missing >40%
CMA137Q01TT,missing >40%
CMA137Q01F,missing >40%
CMA137Q01A,missing >40%
CMA137Q01V,missing >40%
CMA137Q01VS,missing >40%
CMA137Q03S,missing >40%
DMA137Q03RA,missing >40%
DMA137Q03RB,missing >40%
DMA137Q03RC,missing >40%
DMA137Q03RD,missing >40%
CMA137Q03TT,missing >40%
CMA137Q03F,missing >40%
CMA137Q03A,missing >40%
CMA137Q03V,missing >40%
CMA137Q03VS,missing >40%
CMA149Q01S,missing >40%
DMA149Q01RA,missing >40%
DMA149Q01RB,missing >40%
DMA149Q01RC,missing >40%
DMA149Q01RD,missing >40%
CMA149Q01TT,missing >40%
CMA149Q01F,missing >40%
CMA149Q01A,missing >40%
CMA149Q01V,missing >40%
CMA149Q01VS,missing >40%
CMA149Q02S,missing >40%
DMA149Q02R,missing >40%
CMA149Q02TT,missing >40%
CMA149Q02F,missing >40%
CMA149Q02A,missing >40%
CMA149Q02V,missing >40%
CMA149Q02VS,missing >40%
DMA149Q03C,missing >40%
CMA149Q03TT,missing >40%
CMA149Q03F,missing >40%
CMA149Q03A,missing >40%
CMA149Q03V,missing >40%
CMA149Q03VS,missing >40%
CMA121Q01S,missing >40%
CMA121Q01TT,missing >40%
CMA121Q01F,missing >40%
CMA121Q01A,missing >40%
CMA121Q01V,missing >40%
CMA121Q01VS,missing >40%
CMA121Q02S,missing >40%
DMA121Q02RA,missing >40%
DMA121Q02RB,missing >40%
DMA121Q02RC,missing >40%
CMA121Q02TT,missing >40%
CMA121Q02F,missing >40%
CMA121Q02A,missing >40%
CMA121Q02V,missing >40%
CMA121Q02VS,missing >40%
CMA121Q03S,missing >40%
DMA121Q03R,missing >40%
CMA121Q03TT,missing >40%
CMA121Q03F,missing >40%
CMA121Q03A,missing >40%
CMA121Q03V,missing >40%
CMA121Q03VS,missing >40%
CMA111Q01S,missing >40%
CMA111Q01TT,missing >40%
CMA111Q01F,missing >40%
CMA111Q01A,missing >40%
CMA111Q01V,missing >40%
CMA111Q01VS,missing >40%
CMA111Q02S,missing >40%
DMA111Q02R,missing >40%
CMA111Q02TT,missing >40%
CMA111Q02F,missing >40%
CMA111Q02A,missing >40%
CMA111Q02V,missing >40%
CMA111Q02VS,missing >40%
DMA111Q03C,missing >40%
CMA111Q03TT,missing >40%
CMA111Q03F,missing >40%
CMA111Q03A,missing >40%
CMA111Q03V,missing >40%
CMA111Q03VS,missing >40%
CMA135Q01S,missing >40%
DMA135Q01R,missing >40%
CMA135Q01TT,missing >40%
CMA135Q01F,missing >40%
CMA135Q01A,missing >40%
CMA135Q01V,missing >40%
CMA135Q01VS,missing >40%
CMA135Q02S,missing >40%
DMA135Q02R,missing >40%
CMA135Q02TT,missing >40%
CMA135Q02F,missing >40%
CMA135Q02A,missing >40%
CMA135Q02V,missing >40%
CMA135Q02VS,missing >40%
CMA135Q03S,missing >40%
CMA135Q03TT,missing >40%
CMA135Q03F,missing >40%
CMA135Q03A,missing >40%
CMA135Q03V,missing >40%
CMA135Q03VS,missing >40%
CMA135Q04S,missing >40%
DMA135Q04R,missing >40%
CMA135Q04TT,missing >40%
CMA135Q04F,missing >40%
CMA135Q04A,missing >40%
CMA135Q04V,missing >40%
CMA135Q04VS,missing >40%
PM033Q01,missing >40%
PM033Q01S,missing >40%
PM446Q01,missing >40%
PM5002Q01,missing >40%
PM5002Q01S,missing >40%
PM5188Q01A,missing >40%
PM800Q01,missing >40%
PM800Q01S,missing >40%
PM604P505A,missing >40%
PM5104Q01,missing >40%
PM5104Q01S,missing >40%
PM5013Q01,missing >40%
PM5013Q01S,missing >40%
PM615P602A,missing >40%
PM615P603A,missing >40%
PM998Q02,missing >40%
PR302PC02,missing >40%
PR302PC02S,missing >40%
PM600PC04,missing >40%
PM905Q01A,missing >40%
PM905Q01B,missing >40%
PM905Q01S,missing >40%
PM905Q02,missing >40%
PM559Q01,missing >40%
PM559Q01S,missing >40%
PM474Q01,missing >40%
PM423Q01,missing >40%
PM423Q01S,missing >40%
PM602P501,missing >40%
PM602P502A,missing >40%
PM602P503A,missing >40%
PM5124Q1A,missing >40%
PM5021Q01A,missing >40%
PM5021Q01B,missing >40%
PM5021Q01C,missing >40%
PM5021Q01D,missing >40%
PM5021Q01S,missing >40%
PM906Q01,missing >40%
PM906Q01S,missing >40%
PM305Q01,missing >40%
PM305Q01S,missing >40%
PM936Q01,missing >40%
PM936Q02,missing >40%
PM192Q01AA,missing >40%
PM192Q01AB,missing >40%
PM192Q01AC,missing >40%
PM192Q01AS,missing >40%
PM464Q01A,missing >40%
PM948Q01,missing >40%
PM948Q01S,missing >40%
PM948Q02,missing >40%
PM948Q03A,missing >40%
PM447Q01,missing >40%
PM447Q01S,missing >40%
PM496Q01AA,missing >40%
PM496Q01AB,missing >40%
PM496Q01AC,missing >40%
PM496Q01AD,missing >40%
PM496Q01AS,missing >40%
PM496Q02,missing >40%
PM5169Q01,missing >40%
PM5142Q01A,missing >40%
PM5142Q02A,missing >40%
PM624P619,missing >40%
PM650P001,missing >40%
PM273Q01AA,missing >40%
PM273Q01AB,missing >40%
PM273Q01AC,missing >40%
PM273Q01AD,missing >40%
PM273Q01AS,missing >40%
PM909Q01,missing >40%
PM909Q02,missing >40%
PM909Q02S,missing >40%
PM909Q03,missing >40%
PM919Q01A,missing >40%
PM919Q02,missing >40%
PM955Q01,missing >40%
PM955Q02,missing >40%
PM601PC06,missing >40%
PM614P601,missing >40%
PM645P001,missing >40%
PM618P607A,missing >40%
PM949Q01AA,missing >40%
PM949Q01AB,missing >40%
PM949Q01AC,missing >40%
PM949Q01AS,missing >40%
PM915Q01,missing >40%
PM915Q01S,missing >40%
PM915Q02,missing >40%
PM5185Q01,missing >40%
PM5185Q01S,missing >40%
PM5185Q02A,missing >40%
PM5185Q02B,missing >40%
PM5185Q02C,missing >40%
PM5185Q02S,missing >40%
PM954Q01,missing >40%
PM954Q02,missing >40%
PM982Q01,missing >40%
PM982Q02,missing >40%
PM982Q03A,missing >40%
PM982Q03B,missing >40%
PM982Q03S,missing >40%
PM982Q04,missing >40%
PM982Q04S,missing >40%
PM411Q01A,missing >40%
PM155Q02,missing >40%
PM155Q01,missing >40%
PM155Q03,missing >40%
PM155Q04A,missing >40%
PM155Q04B,missing >40%
PM155Q04C,missing >40%
PM155Q04D,missing >40%
PM155Q04S,missing >40%
PM411Q01,missing >40%
PM411Q02,missing >40%
PM411Q02S,missing >40%
PM803Q01,missing >40%
PM803Q01S,missing >40%
PM442Q02,missing >40%
PM462Q01,missing >40%
PM034Q01,missing >40%
PM034Q01S,missing >40%
PM496Q01A,missing >40%
PM496Q01B,missing >40%
PM496Q01C,missing >40%
PM496Q01D,missing >40%
PM496Q01S,missing >40%
PM192Q01A,missing >40%
PM192Q01B,missing >40%
PM192Q01C,missing >40%
PM192Q01S,missing >40%
PM406Q01,missing >40%
PM406Q02,missing >40%
PM603Q01A,missing >40%
PM603Q01B,missing >40%
PM603Q01C,missing >40%
PM603Q01S,missing >40%
PM571Q01,missing >40%
PM571Q01S,missing >40%
PM564Q01,missing >40%
PM564Q01S,missing >40%
PM564Q02,missing >40%
PM564Q02S,missing >40%
PM273Q01A,missing >40%
PM273Q01B,missing >40%
PM273Q01C,missing >40%
PM273Q01D,missing >40%
PM273Q01S,missing >40%
PM408Q01A,missing >40%
PM408Q01B,missing >40%
PM408Q01C,missing >40%
PM408Q01D,missing >40%
PM408Q01S,missing >40%
PM420Q01A,missing >40%
PM420Q01B,missing >40%
PM420Q01C,missing >40%
PM420Q01D,missing >40%
PM420Q01S,missing >40%
PM446Q02,missing >40%
PM828Q01,missing >40%
PM828Q02,missing >40%
PM828Q03,missing >40%
PM464Q01,missing >40%
PM464Q01S,missing >40%
PM992Q01,missing >40%
PM992Q02,missing >40%
PM992Q03,missing >40%
PM906Q02,missing >40%
PM00KQ02,missing >40%
PM949Q01A,missing >40%
PM949Q01B,missing >40%
PM949Q01C,missing >40%
PM949Q01S,missing >40%
PM949Q02A,missing >40%
PM949Q02B,missing >40%
PM949Q02C,missing >40%
PM949Q02S,missing >40%
PM949Q03,missing >40%
PM00GQ01,missing >40%
PM955Q03,missing >40%
PM998Q04A,missing >40%
PM998Q04B,missing >40%
PM998Q04S,missing >40%
PM948Q03,missing >40%
PM961Q02,missing >40%
PM961Q03,missing >40%
PM961Q03S,missing >40%
PM961Q05,missing >40%
PM939Q01,missing >40%
PM939Q01S,missing >40%
PM939Q02,missing >40%
PM939Q02S,missing >40%
PM967Q01,missing >40%
PM967Q03A,missing >40%
PM967Q03B,missing >40%
PM967Q03S,missing >40%
CR590Q04S,missing >40%
DR590Q04R,missing >40%
CR590Q04TT,missing >40%
CR590Q27S,missing >40%
DR590Q27R,missing >40%
CR590Q27TT,missing >40%
CR590Q03S,missing >40%
DR590Q03R,missing >40%
CR590Q03TT,missing >40%
CR590Q59S,missing >40%
DR590Q59R,missing >40%
CR590Q59TT,missing >40%
CR590Q33S,missing >40%
DR590Q33R,missing >40%
CR590Q33TT,missing >40%
CR590Q20S,missing >40%
DR590Q20R,missing >40%
CR590Q20TT,missing >40%
CR590Q24S,missing >40%
DR590Q24R,missing >40%
CR590Q24TT,missing >40%
