ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q02JA,ST006Q03JA,ST008Q01JA,ST008Q02JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST254Q01JA,ST254Q06JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q05JA,ST337Q08JA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC188Q03JA,SC202Q01JA,SC202Q02JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC202Q10JA,SC202Q11JA,SC202Q12JA,SC204Q01JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q02JA,SC216Q03JA,SC216Q05JA,SC216Q06JA,SC216Q07JA,SC216Q09JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL172Q01JA,PROGN,GRADE,SRESPCUR,SRESPRES,RS1_TEST,MS2_LEV,VER_DAT_stu,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3
1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,4,0,0,0,1,0,0,1,0,1,0,0,0,2,2,2,1,1,1,2,2,2,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,1,1,2,2,2,3,2,3,2,2,2,2,1,1,1,3,2,1,0,0,1,3,1,0,1,0,0,0,0,374.3966666666666,1.0,1.1037793136887524e-18,2.4891241753089162e-70,8.635951608778565e-18
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,7,1,1,0,0,0,0,0,1,2,1,1,1,2,2,2,1,1,1,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,2,1,2,2,0,3,1,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,0,0,0,2,1,1,3,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0,0,1,442.0192333333334,1.3274946050483066e-59,1.0,4.2036427666457573e-94,5.451505587454246e-50
1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,3,3,3,1,1,1,5,5,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1,2,1,2,2,0,1,1,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,2,2,2,2,3,2,0,0,0,0,2,2,2,1,2,0,2,1,0,2,1,0,1,3,1,1,0,268.10956666666664,0.9907512572999502,6.696657768360578e-24,5.4319842555926424e-76,0.009248742700063978
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,1,0,0,0,0,0,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,2,1,1,1,2,2,0,0,2,2,1,1,1,0,0,1,1,0,1,2,1,1,1,2,2,1,0,1,1,1,1,1,2,0,0,0,0,2,2,1,1,1,0,0,0,0,3,1,0,1,0,1,1,0,1,3,1,1,1,3,1,1,0,424.51963333333333,0.8139892675031934,4.212795402855621e-65,3.22187904472873e-83,0.18601073249680988
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,0,1,1,1,2,5,1,1,0,3,1,1,0,0,0,0,2,0,3,4,0,0,0,1,1,1,1,1,2,2,1,1,0,0,1,0,1,0,2,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,2,0,0,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,1,1,3,372.01696666666663,1.2077845826153515e-05,2.3189856278170722e-10,6.080546867787843e-68,0.9999879219222796
1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,1,1,0,1,2,1,1,2,1,1,1,1,1,2,1,1,1,3,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,1,404.77466666666675,1.2045082568707686e-14,0.9999999999999858,1.9271929803296905e-91,1.6350988736501048e-16
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,2,2,2,0,0,0,3,1,1,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,3,331.7305,7.93870208819332e-05,9.741942412617337e-39,4.756400836242334e-88,0.9999206129791129
0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,1,0,0,2,0,2,2,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,2,1,1,1,0,1,1,3,1,0,0,1,2,1,1,0,1,2,2,1,1,2,2,1,1,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0,1,1,3,314.12086666666676,6.263579032329373e-07,5.861410282416984e-30,1.4091129680998678e-71,0.9999993736420948
0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,2,5,2,0,0,0,3,0,1,2,0,0,0,5,3,0,2,3,1,0,0,1,1,1,1,2,2,1,1,0,0,1,3,1,1,3,2,0,1,1,1,0,1,0,0,1,2,0,0,1,2,2,1,1,1,2,0,1,1,1,1,1,1,1,3,1,0,0,2,0,2,0,0,0,1,1,2,1,3,4,3,1,1,1,1,2,555.5516333333331,1.1725804706440768e-29,2.486021112263907e-34,1.0,9.81074595953581e-29
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6,1,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,0,3,0,0,4,0,3,0,2,5,5,1,1,4,3,3,2,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,2,0,0,0,1,1,0,0,0,1,1,4,2,2,4,4,1,0,2,1,4,4,4,1,0,1,1,2,391.61263333333335,1.0507993633251608e-124,9.2600506489287e-135,1.0,1.3320855670305464e-128
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,0,4,2,0,0,0,0,0,0,1,2,1,1,3,1,1,2,1,0,3,3,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,0,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,3,1,0,0,0,2,2,0,1,3,1,1,1,300.8034666666666,1.006368196589749e-09,0.9999983576426232,1.7182411974266144e-62,1.6413510027938323e-06
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,2,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,2,3,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,4,0,1,0,1,1,1,372.98843333333326,2.623641641788952e-16,0.9999999638267958,2.805512017848385e-63,3.617320458186636e-08
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,3,0,0,2,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1,2,1,2,2,0,1,1,1,1,0,0,2,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,3,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,2,1,1,3,448.858,8.91257833474123e-12,6.959520274741187e-29,1.9489834441461232e-87,0.9999999999910898
1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,5,0,0,1,0,0,0,0,1,2,1,1,1,1,1,2,1,1,1,4,5,5,4,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,1,0,1,0,2,1,2,2,1,0,1,1,0,0,2,2,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,1,324.0393,4.943983605383141e-25,0.9999858683070294,2.592606236172806e-104,1.41316929757916e-05
1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,3,0,1,0,0,0,0,1,0,1,0,0,2,0,2,2,0,0,1,2,1,2,0,0,0,3,0,1,2,3,2,2,1,4,4,4,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,3,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,2,2,1,1,1,3,2,3,2,2,1,2,0,1,3,0,0,1,0,0,1,3,4,4,4,1,1,1,2,504.52143333333333,2.7964582107803695e-83,1.8383438304596023e-94,1.0,3.409206871181734e-89
1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,0,0,1,0,1,2,0,2,0,1,1,1,1,1,3,2,1,5,1,3,0,0,0,3,1,0,4,1,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,2,1,0,1,1,0,0,1,3,2,3,2,1,1,0,0,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,2,2,2,3,2,3,2,2,2,2,4,2,1,2,4,0,0,1,1,3,2,0,1,3,0,0,0,309.6817333333333,1.0,8.228539882314725e-26,1.067930255388287e-71,3.157500696825902e-21
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,0,0,1,0,0,2,2,2,2,1,1,1,2,2,2,1,0,0,3,0,0,4,3,0,0,0,0,3,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,1,1,2,0,3,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1,0,3,2,1,1,1,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,410.3773333333333,0.9944345262764417,4.5892473141079327e-10,2.7008757367339023e-55,0.005565473264640243
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,0,1,0,2,1,2,1,0,1,1,2,0,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,280.2683333333334,2.023673662384539e-06,1.3925368390111932e-20,3.911828800823253e-93,0.9999979763263424
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,2,1,1,2,2,1,2,0,1,1,1,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,3,2,0,1,0,1,1,3,274.45183333333324,5.19403024302772e-06,1.1306819121168366e-14,6.497318780387305e-94,0.9999948059697517
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,0,1,1,0,1,1,1,0,2,2,1,1,0,0,1,2,1,1,2,1,0,1,1,0,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,1,1,3,415.1192666666667,1.0554753754716641e-09,1.0368763373842798e-12,4.203503671393684e-68,0.999999998943494
1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,1,1,1,5,0,0,0,0,0,3,1,0,2,3,0,0,0,3,0,0,0,1,0,0,1,1,1,1,2,2,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,2,2,0,0,0,2,0,2,0,1,1,1,1,2,1,2,2,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,2,5,1,0,0,3,408.23300000000006,0.0035830803593334447,3.4437752885836804e-09,9.540930619175539e-46,0.9964169161968913
0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,0,0,0,0,0,3,0,1,2,0,0,0,5,3,0,2,3,1,0,0,1,1,1,1,2,2,1,1,0,0,1,3,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,1,3,2,3,2,2,2,1,0,0,0,0,0,0,1,0,1,3,4,3,1,1,1,1,2,376.9384666666668,3.358116012076423e-29,1.6112085653335376e-34,1.0,1.1863794471557877e-27
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,1,0,1,3,0,1,3,4,4,3,5,4,4,0,2,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,2,2,2,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,1,1,2,320.3143666666666,2.602210854017264e-79,5.883369975783275e-125,1.0,6.898634599262372e-74
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,2,4,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,2,2,2,0,0,0,2,2,0,2,3,1,1,4,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,3,2,2,0,0,1,2,1,1,0,0,0,2,0,1,2,2,1,1,1,2,0,0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,4,4,1,1,1,1,2,532.4039333333334,5.920118503222383e-107,1.023769422083451e-98,1.0,6.869737571325011e-115
1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5,1,1,0,2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,1,0,2,1,0,0,0,1,2,2,0,0,0,2,0,1,1,1,1,1,1,2,1,2,1,2,2,2,3,2,3,2,2,2,2,1,2,0,4,0,0,0,2,1,3,1,0,1,3,1,1,1,506.9443666666667,7.523326386644444e-06,0.999992476673618,2.8048382455211323e-70,1.9691367991637444e-15
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,0,0,0,2,0,1,1,0,1,0,1,0,1,1,0,1,1,2,2,1,2,2,0,0,3,2,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,0,3,0,0,0,3,413.1315999999999,0.009866391824075471,2.894232725447633e-13,3.10054385828499e-70,0.9901336081756283
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,1,1,0,2,1,2,1,1,1,1,2,2,0,1,2,0,0,0,2,0,1,1,0,0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,1,0,1,1,0,3,1,0,0,1,4,3,4,0,0,0,1,0,0,2,2,2,1,0,0,0,0,290.0868666666666,0.9999978936372159,5.281010275701171e-70,3.653070070455761e-67,2.1063627896684406e-06
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,2,0,2,1,1,1,1,1,1,1,4,4,4,0,0,0,1,1,1,0,0,0,0,0,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,1,1,1,1,3,332.13303333333334,6.4230220088376194e-15,4.331313436016421e-18,6.014918204842818e-102,1.0
1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,7,1,2,0,1,0,0,0,1,2,1,1,1,1,2,1,0,0,0,5,0,0,0,1,0,3,0,0,2,3,4,3,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,3,3,3,0,1,1,1,1,0,0,1,1,2,1,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,4,2,2,4,0,1,3,2,0,2,2,4,4,0,1,1,2,458.9258,5.799997994380304e-99,3.623639885891013e-86,1.0,1.5283290517454798e-98
1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4,4,4,0,0,0,0,0,0,0,1,2,0,2,1,1,1,1,0,0,0,4,3,3,0,0,0,3,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,1,1,2,2,1,1,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,1,0,0,0,1,345.3762333333333,1.0764952838963911e-73,1.0,1.8604670128687954e-62,3.1655729749598625e-49
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,5,2,2,0,1,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,5,3,2,2,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,0,2,2,3,2,1,1,3,2,3,1,1,1,2,0,0,0,0,0,2,0,2,1,3,4,4,4,2,1,1,2,490.9031666666667,4.3682245766361286e-108,4.8748482246872316e-88,1.0,1.5984400781144202e-117
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,3,5,5,4,1,0,0,1,0,0,0,0,3,0,2,4,3,4,2,0,1,0,1,0,0,1,2,2,0,0,0,0,1,0,1,0,1,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,1,3,383.3377333333334,2.5728165830731878e-14,4.300095636868903e-22,2.204191635321517e-77,0.9999999999999716
1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,3,4,2,2,3,1,0,2,0,1,2,1,1,0,2,2,2,0,1,1,0,0,0,1,1,0,3,1,1,0,0,0,0,2,0,3,4,0,0,0,1,1,1,1,1,2,2,1,1,0,0,1,0,1,0,2,0,1,1,1,0,0,1,0,0,0,2,2,1,1,2,2,1,1,1,1,2,2,3,1,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,1,1,0,378.5614333333333,0.9973891943265237,1.4718574425251824e-21,1.6539020662355934e-58,0.002610805673475038
1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,1,1,0,1,0,1,1,0,0,1,2,2,0,0,1,2,1,1,0,2,1,2,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,1,1,3,330.09236666666663,3.728496040754181e-11,7.670244804914364e-30,1.894335251636856e-124,0.9999999999627107
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,1,3,0,0,0,1,0,1,0,0,1,1,1,2,0,1,0,1,2,2,1,0,0,1,0,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,0,2,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,3,1,4,2,0,1,4,1,1,3,467.51159999999993,0.011986681226074557,1.7459438389480318e-31,1.7800826282162716e-70,0.9880133187739207
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,1,1,1,5,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,2,2,1,0,0,0,1,2,1,1,2,1,0,1,1,0,1,2,1,0,1,0,2,0,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,3,1,1,1,1,3,1,0,0,0,1,0,0,1,3,1,0,1,1,1,1,0,458.07426666666663,0.9983989983559385,8.291402368392506e-07,2.3861258481315853e-61,0.001600172503826451
1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,2,1,0,2,2,0,2,2,0,1,1,4,4,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,2,1,2,2,0,3,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,3,3,0,2,2,2,1,1,1,1,2,0,2,1,1,2,1,1,0,0,0,0,1,4,0,0,0,2,0,0,1,494.70003333333335,3.3454387748826295e-59,1.0,1.5363609935262433e-93,9.78501352627154e-51
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,2,1,0,0,0,1,3,2,3,0,2,3,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,3,2,1,1,3,0,0,3,361.83280000000013,0.0032947397933739894,2.1284406590601363e-08,1.8877304087716936e-59,0.9967052389222193
0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,3,0,0,0,0,1,1,1,1,2,1,1,1,0,0,1,0,1,0,2,1,2,1,1,0,1,1,1,0,1,1,1,0,2,2,2,1,1,1,0,2,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,5,1,0,0,3,409.87669999999997,5.1609925868686434e-05,9.97416858877621e-23,1.5188843111368641e-105,0.9999483900741349
0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,3,6,1,1,3,1,0,2,0,2,0,2,2,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,1,2,5,2,2,1,1,0,2,1,1,0,1,1,0,1,0,2,2,1,0,0,0,1,2,1,1,2,1,0,1,1,1,1,2,2,0,1,1,1,0,2,2,1,0,0,1,2,1,1,1,1,0,1,1,2,2,0,1,1,1,0,0,0,0,0,0,1,0,1,3,4,4,1,1,2,2,2,439.9943333333333,3.0752104407623457e-124,2.788977858834333e-99,1.0,1.648466725414359e-123
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,5,1,1,0,1,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,3,5,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,1,1,1,1,2,2,0,0,0,0,0,2,2,2,1,1,1,2,3,3,3,1,2,1,3,1,3,1,2,1,1,3,4,1,0,0,0,0,2,1,3,4,4,1,0,2,2,2,461.264,3.257508325893514e-117,2.1635727102551224e-102,1.0,6.198823611173992e-123
