ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q02JA,ST006Q03JA,ST008Q01JA,ST008Q02JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST254Q01JA,ST254Q06JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q05JA,ST337Q08JA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC188Q03JA,SC202Q01JA,SC202Q02JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC202Q10JA,SC202Q11JA,SC202Q12JA,SC204Q01JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q02JA,SC216Q03JA,SC216Q05JA,SC216Q06JA,SC216Q07JA,SC216Q09JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL172Q01JA,PROGN,GRADE,SRESPCUR,SRESPRES,RS1_TEST,MS2_LEV,VER_DAT_stu,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,3,3,2,3,3,3,0,0,0,0,1,0,0,0,0,0,5,4,4,5,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,3,0,1,3,4,2,1,3,0,0,3,309.8031333333334,0.0007716015645245157,6.945460314503317e-35,1.4848251504247816e-50,0.999228398435481
1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,2,1,2,4,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1,2,1,2,2,0,1,1,1,1,0,0,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,1,1,3,371.29506666666674,6.144378262434654e-07,1.5502168990657915e-25,1.2655322174847286e-81,0.9999993855621807
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,4,0,0,0,0,1,2,1,1,2,0,0,1,1,1,1,0,0,0,1,3,5,0,0,0,1,1,1,0,0,0,0,0,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,2,0,0,2,0,0,2,2,2,2,1,1,3,0,1,1,1,2,1,3,2,3,1,3,0,1,0,0,0,0,0,3,1,2,1,3,2,0,1,0,1,1,3,408.61669999999987,0.026927375848456506,2.7162248056046207e-12,6.488421880061982e-91,0.9730726241488269
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,5,1,1,0,1,0,0,0,1,2,1,1,1,1,1,1,0,0,0,2,2,2,0,0,0,3,0,0,3,3,4,3,5,0,4,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,3,2,2,2,1,1,1,1,1,0,0,1,2,0,0,2,2,2,0,0,0,2,3,0,2,3,1,2,3,3,3,2,0,3,2,3,3,4,3,2,1,1,0,1,3,3,4,1,3,2,2,2,417.4454666666667,3.5088424959942937e-133,1.9872710652943202e-137,1.0,7.908458366007613e-133
0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,3,0,5,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,2,2,0,1,2,1,2,2,0,3,0,1,3,3,3,3,2,2,3,3,1,3,1,2,1,4,1,1,0,0,1,3,0,0,2,0,1,1,1,332.1976333333334,3.8812397008771124e-10,0.9999999996118731,1.3005084582226958e-87,2.955555501196759e-23
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,3,1,0,1,1,0,0,0,1,2,1,1,2,0,2,0,1,1,0,2,5,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,1,1,1,2,3,1,2,1,1,1,1,1,1,2,1,2,1,3,1,3,2,3,0,0,0,1,3,1,0,3,2,0,0,0,488.0480333333333,0.9999999999997442,2.291085062087798e-16,2.127356914429407e-71,2.540054888701824e-13
1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,6,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,1,1,1,0,0,0,3,0,0,1,0,0,2,3,2,2,1,3,3,4,3,0,0,0,1,0,0,0,2,1,1,1,0,0,1,3,2,3,3,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,2,1,1,4,1,1,0,0,0,0,1,3,4,4,5,2,1,1,2,464.88406666666674,1.5241874593994358e-105,9.562581358760321e-119,1.0,2.953225047697191e-107
1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,4,0,0,0,1,0,2,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,0,3,5,3,2,2,1,3,3,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,0,3,3,3,3,0,1,1,2,1,1,0,1,1,0,0,1,1,1,0,0,0,0,3,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,4,2,4,1,2,1,1,2,484.8951333333334,1.625725249742416e-113,3.1087387236550323e-132,1.0,1.128703763684948e-94
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,5,0,0,0,2,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,1,1,4,3,3,4,3,1,0,0,1,1,1,1,2,2,1,1,0,0,1,0,0,2,2,2,0,1,1,1,1,1,1,2,0,2,0,0,1,2,1,1,1,2,2,3,0,0,2,0,1,1,0,3,2,0,0,1,0,0,0,0,0,0,1,2,1,3,4,4,5,1,1,1,2,453.96343333333346,2.1803905270586802e-91,8.276985641488237e-75,1.0,1.1608769016753972e-95
1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,2,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,2,1,2,2,0,3,1,0,0,1,1,0,0,1,1,2,0,1,1,1,2,2,1,0,0,1,0,3,0,0,0,0,1,1,1,1,1,3,4,0,0,0,2,1,0,1,3,0,0,1,3,0,0,1,541.4427,1.92309244859185e-62,1.0,1.107595259307526e-94,1.785783588356244e-48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,1,1,0,0,0,0,0,0,3,1,0,1,3,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,2,1,0,2,1,0,1,1,0,0,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,1,1,1,371.3101,6.422204386427848e-10,0.9999999993420658,7.77463755567501e-63,1.571021770731774e-11
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,1,0,2,0,2,1,0,1,0,1,1,3,299.80796666666663,3.4295355247303213e-09,0.016134326529885484,4.3338169771822067e-82,0.9838656700405851
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,0,0,0,0,0,0,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,3,1,1,4,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,3,2,2,0,0,1,2,2,2,1,0,0,2,0,2,2,0,0,1,0,2,3,0,0,3,3,1,1,1,3,3,2,3,2,3,2,1,3,0,0,1,2,1,4,4,4,6,0,1,1,2,444.82853333333344,1.1064131430671822e-103,5.608573986829973e-99,1.0,4.7233695825657173e-119
1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,2,3,7,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,2,2,0,1,1,1,0,3,2,1,0,0,2,1,1,0,1,1,1,0,0,0,2,0,1,2,2,1,1,1,2,0,0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,353.9325333333333,0.7147314419730929,0.2836086413912095,1.0430792725483774e-55,0.0016599166356974762
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,2,2,3,1,1,0,0,2,1,2,2,2,2,1,1,2,2,2,0,1,0,2,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,2,0,0,1,3,2,0,1,1,1,1,1,376.2889000000001,8.108079116172617e-17,0.999999999988205,5.591957441209356e-89,1.1798111381034525e-11
1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,8,0,1,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,0,1,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,0,1,1,2,1,1,1,2,1,3,1,3,1,1,0,1,3,1,0,2,3,1,2,1,1,3,1,1,1,0,1,1,1,360.96920000000006,2.1805674764917166e-15,1.0,9.815599116859792e-77,2.4408465415326357e-23
1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,2,0,2,2,1,1,1,1,2,2,2,0,0,0,3,0,3,2,3,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,0,2,1,1,1,2,3,2,1,1,1,4,0,0,0,3,0,1,0,1,3,0,3,4,0,1,1,0,368.51930000000004,0.9992304975820324,9.50091709140648e-23,4.894913408854324e-34,0.000769502417962806
1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,3,3,5,1,3,1,1,0,3,0,0,1,0,0,0,2,1,0,2,0,0,0,0,1,1,1,0,2,2,1,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2,1,1,1,1,2,2,2,2,4,2,2,4,4,0,0,2,1,3,3,0,0,1,3,3,0,369.3426333333333,0.999999997610189,5.6215735972685645e-37,1.3273075200771694e-90,2.389800155678625e-09
1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,7,2,2,1,1,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,5,0,0,7,0,1,0,0,2,3,2,2,1,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,3,0,0,1,1,1,2,1,2,0,2,2,2,1,2,2,2,0,0,0,2,2,0,0,2,2,2,1,2,3,1,2,2,2,0,2,1,4,3,0,0,0,1,4,4,4,4,2,1,1,2,503.02643333333333,4.57643106839322e-113,4.304491546405274e-105,1.0,6.310579611072645e-126
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,2,0,1,2,1,0,2,2,1,2,0,0,0,5,5,1,0,0,0,1,1,1,0,0,0,0,0,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,2,0,0,0,2,1,1,2,1,1,1,0,2,3,1,1,1,1,2,3,1,1,1,1,1,1,0,0,3,2,0,0,1,2,1,3,2,0,1,0,1,1,3,309.6302333333333,0.29424433398541966,1.446063928127811e-12,5.6094469383044665e-90,0.7057556660131364
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,6,1,1,0,2,0,0,0,1,2,2,2,2,0,0,3,0,0,0,2,1,1,6,5,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,1,0,0,1,3,1,3,3,1,0,1,1,0,2,1,1,1,1,1,2,1,1,1,1,0,0,0,3,2,0,0,2,0,0,3,3,3,2,3,3,3,2,3,3,1,0,2,1,2,1,3,1,0,1,0,0,0,0,409.18883333333343,1.0,2.317407051187922e-85,4.8267307575227275e-118,7.681760991001076e-19
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,2,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,2,1,0,0,1,2,0,0,2,2,1,1,1,0,1,1,1,1,1,1,2,1,1,2,2,0,0,0,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,350.25950000000006,0.8938480878870975,9.244319486701948e-48,1.3575657421541897e-70,0.10615191211289927
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,2,2,4,0,0,0,3,1,1,5,5,1,1,4,3,0,4,3,1,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,2,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,2,1,3,4,4,1,0,2,2,2,433.2008333333333,2.327802629928272e-164,4.0221602891188094e-132,1.0,9.860817949038432e-154
1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,2,1,2,2,0,3,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,307.83916666666664,4.070580264215581e-59,1.0,2.8796713660164607e-93,8.484841371653503e-50
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,2,4,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,2,2,1,1,0,0,1,2,1,3,3,0,2,1,1,0,1,1,1,0,1,0,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,3,2,1,2,2,0,0,0,0,0,1,1,2,1,3,1,1,1,0,0,0,0,385.1895666666667,0.9999977469199963,6.351923431128779e-41,8.980103013208376e-76,2.253080000186703e-06
1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,5,1,1,1,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,3,2,2,1,3,3,4,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,0,0,2,2,2,1,1,1,0,0,0,0,2,2,2,3,2,3,2,2,0,2,1,1,0,2,1,1,0,2,1,3,4,4,3,2,1,1,2,429.36803333333336,5.55974727536224e-95,1.3266513975443424e-92,1.0,2.8450522380907336e-104
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,4,1,1,0,0,0,1,3,0,1,0,0,2,2,1,1,1,1,1,0,0,0,0,0,0,1,1,1,4,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,1,3,0,0,1,327.9576666666668,7.003443456092986e-15,0.9999999998208011,5.310846726661668e-49,1.791916704597944e-10
1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,3,1,2,3,0,1,2,3,3,2,1,4,3,4,0,0,0,3,0,1,2,3,2,2,1,3,0,2,3,1,1,0,1,0,0,0,2,2,0,1,0,0,1,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,1,3,1,3,0,1,2,0,4,2,3,0,1,2,2,2,1,3,4,4,1,3,1,1,2,331.59486666666663,1.310232572174291e-102,5.169794630858364e-92,1.0,4.38775056042142e-92
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,2,7,1,2,1,2,0,0,0,0,1,0,0,1,1,1,1,0,0,1,3,1,3,0,1,0,3,0,0,2,3,4,3,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,3,3,3,0,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,0,2,2,2,3,2,2,3,2,3,2,2,2,2,1,2,4,4,4,0,0,0,1,3,2,4,1,0,1,1,2,493.27816666666683,2.9928929241037073e-95,1.2357168683974684e-93,1.0,1.7917215182308217e-117
0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,4,2,5,0,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,2,3,3,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,0,1,2,0,3,3,3,1,2,3,3,2,2,2,2,3,3,0,0,0,0,2,1,2,1,4,0,0,1,1,0,0,1,575.1765333333334,3.726115567433537e-13,0.9999999999996305,2.574691022210928e-100,1.9739238213665842e-24
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,3,1,1,1,3,284.3627333333333,1.206661439891234e-16,3.9390785474730345e-20,1.2539889770849199e-101,1.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,9,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,3,1,3,0,0,0,1,0,1,0,0,1,1,1,2,0,1,0,1,2,2,1,0,0,1,0,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,0,0,0,0,0,0,2,2,2,2,3,4,3,1,3,0,0,0,1,3,2,0,1,0,1,1,0,304.0394999999999,0.9988426477139718,2.767152515864595e-32,4.1464222413492174e-70,0.0011573522860318783
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,6,1,2,0,2,0,0,0,0,0,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,0,2,0,2,2,0,2,1,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,3,2,2,0,2,2,1,4,1,2,2,3,0,0,2,1,3,1,1,1,0,0,0,0,422.2308333333334,0.9999999999413234,3.5245029083903934e-13,2.558217408902672e-63,5.832653274873044e-11
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,3,7,1,2,1,1,0,0,0,1,2,1,1,1,1,1,2,0,0,0,5,5,4,0,0,0,3,0,0,5,3,1,1,4,3,3,4,3,0,0,0,1,1,1,1,2,2,1,1,2,0,1,3,2,3,3,3,2,1,1,1,1,0,2,1,1,0,1,0,0,1,2,1,1,1,1,3,2,3,1,2,1,0,2,2,1,1,2,1,3,0,0,0,0,2,1,0,1,3,4,4,1,1,1,1,2,515.3527,2.6562531792623475e-110,2.273648854831373e-101,1.0,6.759978946956048e-126
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,1,2,1,2,0,0,0,1,2,1,0,1,1,1,1,0,0,0,5,4,4,0,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,2,3,3,1,0,0,0,1,0,0,1,2,2,0,0,2,2,1,1,2,0,0,0,1,1,1,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,448.64956666666666,3.164205576378521e-14,0.9999999999999716,2.535331128890865e-98,9.811024728315191e-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,1,0,1,1,1,333.3417,1.1977860374229711e-14,0.5982110874124394,5.831071423200395e-57,0.40178891258755567
1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,3,6,2,1,2,2,0,0,0,2,1,0,2,1,1,1,1,0,1,1,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,1,0,0,1,1,1,0,1,1,2,2,2,2,2,3,1,1,3,0,0,1,1,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,1,2,0,0,3,412.98839999999984,0.0014625399947123799,2.8736513907565984e-78,4.153808906527279e-62,0.9985374600052911
0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,1,1,1,0,0,0,0,1,0,3,0,0,2,3,2,2,1,1,4,2,1,1,0,0,0,0,0,0,2,1,2,1,2,0,1,3,3,3,3,3,3,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,1,0,2,2,2,366.61083333333335,4.515782654355318e-133,8.622352480203617e-117,1.0,3.014217566123589e-113
1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,7,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,3,3,3,391.0114333333333,2.766516654006602e-05,3.7365101829543846e-31,1.0188635108515874e-88,0.999972334833462
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,5,1,1,0,1,0,0,0,0,0,2,0,3,3,2,3,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,2,2,1,1,0,0,1,2,1,3,3,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,1,1,1,1,1,2,1,0,0,2,0,0,0,0,0,0,3,2,1,3,1,1,1,1,0,0,0,338.4524000000001,0.9196785844052361,3.464358176272432e-39,7.126419316030557e-75,0.08032141559476409
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,5,0,0,0,2,0,0,0,1,2,1,1,1,1,1,2,1,1,1,0,0,0,0,2,2,3,0,1,1,3,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,1,1,1,1,1,2,2,0,1,1,1,0,0,0,2,0,1,2,2,1,1,1,2,0,0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,3,470.4774666666665,0.00025659508286496427,1.3161196072329357e-34,1.5177869948070145e-105,0.9997434049171386
